StopNumber,Location,StreetNumber,Street,City,State,Zip
87516,S. ZARZAMORA BET. ROSS & ELLANA CLA,4202,S Zarzamora St,San Antonio,TX,78225
87517,S. ZARZAMORA BET ELANA CLAIRE & ROS,402,Ellana Claire Ct,San Antonio,TX,78225
87556,SAN PEDRO IN FRONT OF 7080,7086,San Pedro Ave,San Antonio,TX,78216
87566,BROADWAY IN FRONT OF 8212,8212,Broadway,San Antonio,TX,78209
87583,SUMMER FEST & MYSTIC SUNRISE,5882,Summer Fest Dr,San Antonio,TX,78244
87657,BROADWAY & RIDGECREST,8142,Broadway,San Antonio,TX,78209
87687,MYSTIC SUNRISE OPP. BURNING SUNRISE,5905,Burning Sunrise Dr,San Antonio,TX,78244
87693,MONTGOMERY & MELBURY FOREST,6090,Montgomery Dr,San Antonio,TX,78239
87716,W.W. WHITE RD. & ALMA,2745,S Ww White Rd,San Antonio,TX,78222
87723,E. HOUSTON & MONUMENTAL,1850,E Houston St,San Antonio,TX,78202
87729,E. HOUSTON & MONUMENTAL,1910,E Houston St,San Antonio,TX,78202
87737,ATT CENTER PARKWAY & E. HOUSTON,3188,E Houston St,San Antonio,TX,78219
87746,MISSION RD. OPPOSITE STINSON FIELD,8523,Mission Rd,San Antonio,TX,78214
87747,MISSION RD. AT STINSON AIRPORT TERM,8523,Mission Rd,San Antonio,TX,78214
87753,SAUNDERS & HAMILTON,3001,Saunders,San Antonio,TX,78207
87756,HAMILTON & SAUNDERS,2924,Saunders,San Antonio,TX,78207
87783,E. HOUSTON & PALMETTO,1955,E Houston St,San Antonio,TX,78202
87789,E. HOUSTON & PALMETTO,2002,E Houston St,San Antonio,TX,78202
87813,MONTGOMERY & WALZEM RD.,6056,Montgomery Dr,San Antonio,TX,78239
87816,S. ZARZAMORA & CULBERSON,4400,S Zarzamora St,San Antonio,TX,78211
87817,S. ZARZAMORA & CULBERSON,4441,S Zarzamora St,San Antonio,TX,78211
87819,WALZEM BTWN TRADE BEND & CROSS CREEK,4538,Walzem Rd,San Antonio,TX,78218
87823,CORIAN SPRINGS DR. AND WALNUT CREEK,16075,Walnut Creek Dr,San Antonio,TX,78247
87826,WALNUT CREEK AND CORIAN SPRINGS DR.,16074,Walnut Creek Dr,San Antonio,TX,78247
87873,DANNY KAYE OPPOSITE 6020,6215,Wexford Pl,San Antonio,TX,78240
87879,DANNY KAYE IN FRONT OF 6020,6219,Wexford Pl,San Antonio,TX,78240
87883,WALZEM OPPOSITE INTERCHANGE PARKWAY,4618,Walzem Rd,San Antonio,TX,78218
87889,WALZEM & INTERCHANGE PARKWAY,4655,Walzem Rd,San Antonio,TX,78218
87916,S. FLORES & OCTAVIA,4500,S Flores St,San Antonio,TX,78214
87937,CHASE HILL BLVD. AT CHASE HILL APTS,15801,Chase Hill Blvd,San Antonio,TX,78256
87953,CESAR CHAVEZ BLVD BETWEEN HAMILTON,426,S Hamilton Ave,San Antonio,TX,78207
87956,SAN PEDRO & RIDGEWOOD,3400,San Pedro Ave,San Antonio,TX,78212
87957,BROADWAY & LAWNDALE,8103,Broadway,San Antonio,TX,78209
87959,CESAR CHAVEZ BLVD & HAMILTON,426,S Hamilton Ave,San Antonio,TX,78207
87963,E. HOUSTON & WHISPERING CREEK,4638,E Houston St,San Antonio,TX,78220
87966,BROADWAY & LAWNDALE,8100,Broadway,San Antonio,TX,78209
87969,E. HOUSTON OPPOSITE WHISPERING CREE,4638,E Houston St,San Antonio,TX,78220
87983,DOLOROSA & SANTA ROSA,803,Dolorosa,San Antonio,TX,78207
87987,SANTA ROSA AND DOLOROSA,803,Dolorosa,San Antonio,TX,78207
87996,SANTA ROSA & DOLOROSA,204,S Santa Rosa,San Antonio,TX,78207
88117,VOIGT AND MEADOW BROOK,401,Meadowbrook,San Antonio,TX,78232
88137,IH-35 S ACCESS RD. AND WALZEM,8022,Webbles Dr,San Antonio,TX,78218
88143,PATTERSON AND BROADWAY,119,Patterson Ave,San Antonio,TX,78209
88146,GEN. MCMULLEN AND CROYDEN,306,Croyden Ave,San Antonio,TX,78226
88176,PECAN VALLEY OPPOSITE HIAWATHA,3900,Pecan Valley Dr,San Antonio,TX,78223
88177,PECAN VALLEY & HIAWATHA,4010,Pecan Valley Dr,San Antonio,TX,78223
88196,OLD CORPUS CHRISTI RD. & FM 327,7990,Farm To Market Rd 327,Elmendorf,TX,78112
88267,FILLMORE & DUGAS,958,Fillmore Dr,San Antonio,TX,78245
88286,N. ZARZAMORA & W. COMMERCE,103,S Zarzamora St,San Antonio,TX,78207
88287,N. ZARZAMORA & W. COMMERCE,121,N Zarzamora St,San Antonio,TX,78207
88297,WURZBACH & TIMBERHILL,3503,Wurzbach Rd,San Antonio,TX,78238
88319,ZACHRY & SUTTON,835,Zachry Dr,San Antonio,TX,78228
88321,GEN.MCMULLEN & B. MITCHELL -TP ONLY,401,Billy Mitchell Blvd,San Antonio,TX,78226
88363,VILLAGE PARKWAY AND WOOD CAVE,2850,Village Pkwy,San Antonio,TX,78251
88369,VILLAGE PARKWAY AND WOOD CAVE,8603,Wood Cave,San Antonio,TX,78251
88377,TIMBERHILL & WURZBACH,3503,Wurzbach Rd,San Antonio,TX,78238
88386,WURZBACH OPPOSITE TIMBERHILL,3433,Wurzbach Rd,San Antonio,TX,78238
88396,TIMBERHILL & WURZBACH,3503,Wurzbach Rd,San Antonio,TX,78238
88397,MAIN & TRAVIS,307,N Main Ave,San Antonio,TX,78205
88413,VILLAGE PARKWAY AND WOOD WIND,8605,Wood Wind,San Antonio,TX,78251
88419,VILLAGE PARKWAY AND WOOD WIND,8605,Wood Wind,San Antonio,TX,78251
88476,BABCOCK OPPOSITE ROANOKE RUN,2812,Babcock Rd,San Antonio,TX,78240
88477,BABCOCK OPP. CHRISTUS SANTA ROSA HOSP.,2833,Babcock Rd,San Antonio,TX,78229
88486,S. ZARZAMORA & BUENA VISTA,124,S Zarzamora St,San Antonio,TX,78207
88487,S. ZARZAMORA & BUENA VISTA,211,S Zarzamora St,San Antonio,TX,78207
88496,WEST AVE. IN FRONT OF 5002,5002,West Ave,San Antonio,TX,78213
88497,WEST AVE. OPPOSITE 5002,5002,West Ave,San Antonio,TX,78213
88519,MONTGOMERY & WINDROCK,6206,Montgomery Dr,San Antonio,TX,78239
88547,ZACHRY & SHADWELL,1211,Shadwell,San Antonio,TX,78228
88549,SHADWELL & ZACHRY,1134,Shadwell,San Antonio,TX,78228
88573,SUMMER FEST & SUNRISE CREEK,5974,Summer Fest Dr,San Antonio,TX,78244
88579,SUMMER FEST & SUNRISE CREEK,6003,Summer Fest Dr,San Antonio,TX,78244
88583,SHADWELL & COLLEEN,1100,Shadwell,San Antonio,TX,78228
88589,SHADWELL & COLLEEN,1055,Shadwell,San Antonio,TX,78228
88593,BRANSTON OPPOSITE CHATSWORTH,7534,Branston,San Antonio,TX,78250
88596,NOGALITOS & SIMS,946,Sims Ave,San Antonio,TX,78225
88597,NOGALITOS & SIMS,3223,Nogalitos St,San Antonio,TX,78225
88599,DUNCAN AND GILMORE,3006,General Hudnell Dr,San Antonio,TX,78226
88626,HWY. 181 N & WESTERN TRAILS DR.,12296,US Hwy 181 S,San Antonio,TX,78223
88627,HWY. 181 S OPPOSITE WESTERN TRAILS,12291,US Hwy 181 S,San Antonio,TX,78223
88636,CRICKETT OPPOSITE FOULOIS,3133,General Hudnell Dr,San Antonio,TX,78226
88637,GEN. MCMULLEN & FOULOIS,3133,General Hudnell Dr,San Antonio,TX,78226
88666,BRANSTON OPPOSITE HEATHRIDGE,7502,Branston,San Antonio,TX,78250
88667,FILLMORE IN FRONT OF 1047,1043,Fillmore Dr,San Antonio,TX,78245
88673,GEN. HUDNELL & GEN. MCMULLEN,3133,General Hudnell Dr,San Antonio,TX,78226
88743,NORTHWEST PARKWAY & SILICON,12626,Silicon Dr,San Antonio,TX,78249
88749,NORTHWEST PARKWAY & SILICON,5711,Northwest Pkwy,San Antonio,TX,78249
88753,E. HOUSTON & ST. JAMES,2046,E Houston St,San Antonio,TX,78202
88759,E. HOUSTON & ST. JAMES,2103,E Houston St,San Antonio,TX,78202
88783,BURR RD. AND BROADWAY,4500,Broadway,San Antonio,TX,78209
88787,S. ZARZAMORA & SAUNDERS,2523,Saunders,San Antonio,TX,78207
88789,BURR RD. AND BROADWAY,4600,Broadway,San Antonio,TX,78209
88813,E. HOUSTON IN FRONT OF JEFF DAVIS -,4702,E Houston St,San Antonio,TX,78220
88819,E. HOUSTON IN FRONT OF SAM HOUSTON ,4702,E Houston St,San Antonio,TX,78220
88833,DUNCAN IN FRONT OF 206 (BLDG. #105),107,Robins Dr,San Antonio,TX,78226
88839,DUNCAN OPPOSITE 206,3203,General Hudnell Dr,San Antonio,TX,78226
88876,S. ZARZAMORA & SAUNDERS,2520,Saunders,San Antonio,TX,78207
88886,BABCOCK OPPOSITE LAMB RD.,2739,Babcock Rd,San Antonio,TX,78229
88896,WEST AVE. OPPOSITE 4831,4806,West Ave,San Antonio,TX,78213
88897,WEST AVE. IN FRONT OF 4831,4831,West Ave,San Antonio,TX,78213
88946,NOGALITOS & SURREY,3430,Nogalitos St,San Antonio,TX,78225
88947,NOGALITOS & CULBERSON,3430,Nogalitos St,San Antonio,TX,78225
88956,ECKHERT OPPOSITE WOODCHASE,7511,Eckhert Rd,San Antonio,TX,78240
88957,MAIN & HOUSTON,208,N Main Ave,San Antonio,TX,78205
88967,ECKHERT & WOODCHASE,7711,Eckhert Rd,San Antonio,TX,78240
88983,RIM ROCK TR. BET. WINDLINE & CACTUS,8334,Cactus Crk,San Antonio,TX,78251
88987,WURZBACH & VAN CLEAVE,3305,Wurzbach Rd,San Antonio,TX,78238
88993,E. HOUSTON & FLORA MAE,4846,E Houston St,San Antonio,TX,78220
88997,S. MAIN & DOLOROSA,115,Main Plz,San Antonio,TX,78205
89116,WURZBACH & W. ENT. DRIVE TO DILLARD,3505,Wurzbach Rd,San Antonio,TX,78238
89117,WURZBACH OPP. ENT. DR. TO DILLARD'S,3545,Wurzbach Rd,San Antonio,TX,78238
89146,HORIZON HILL & MIDHORIZON,4098,Horizon Hill Blvd,San Antonio,TX,78229
89147,HORIZON HILL & MIDHORIZON,4411,Horizon Hill Blvd,San Antonio,TX,78229
89156,ECKHERT IN FRONT OF JOHN MARSHALL H,6655,Bluebird Ln,San Antonio,TX,78240
89157,ECKHERT OPPOSITE JOHN MARSHALL H.S.,6655,Bluebird Ln,San Antonio,TX,78240
89216,OXANA AND FORMOSA,366,E Formosa Blvd,San Antonio,TX,78221
89217,WEST AVE. & SANTA ANNA,1006,West Ave,San Antonio,TX,78201
89219,FORMOSA AND OXANA,403,E Formosa Blvd,San Antonio,TX,78221
89226,N. NEW BRAUNFELS & NOLAN,620,N New Braunfels Ave,San Antonio,TX,78202
17847,S. FLORES & GUADALUPE,743,S Flores St,San Antonio,TX,78204
89227,N. NEW BRAUNFELS & NOLAN,627,N New Braunfels Ave,San Antonio,TX,78202
89236,NOGALITOS & HOOVER,3116,Nogalitos St,San Antonio,TX,78225
89237,NOGALITOS & HOOVER,3119,Nogalitos St,San Antonio,TX,78225
89246,MCCULLOUGH BETW. REXFORD / RAMPART,302,E Rampart,San Antonio,TX,78216
89247,MCCULLOUGH & RAMPART,303,Rexford,San Antonio,TX,78216
89297,HENDERSON PASS & THRASHER OAKS,17013,Henderson Pass,San Antonio,TX,78232
89323,VILALGE PARKWAY BETWEEN WOOD DEW AN,8515,Wood Dew,San Antonio,TX,78251
89327,S. NEW BRAUNFELS & FAIR,1015,Fair Ave,San Antonio,TX,78223
89329,VILLAGE PARKWAY BET. VILLAGE CREEK ,2923,Village Pkwy,San Antonio,TX,78251
89346,OLD CORPUS CHRISTI RD. OPPOSITE 8TH,17119,Old Corpus Christi Rd,Elmendorf,TX,78112
89356,BRANSTON AND TRENDWOOD,7658,Branston,San Antonio,TX,78250
89363,GEN. HUDNELL & MAIN GATE,2869,General Hudnell Dr,San Antonio,TX,78226
89369,FAIR AVE. BTWN NOPAL & STANFIELD,1303,Fair Ave,San Antonio,TX,78223
89373,FAIR AVE. OPPOSITE NOPAL,1303,Fair Ave,San Antonio,TX,78223
89416,WEST AVE. AND SANTA BARBARA,819,West Ave,San Antonio,TX,78201
89417,WEST AVE. & PASADENA,804,West Ave,San Antonio,TX,78201
89426,ECKHERT OPPOSITE JOHN MARSHALL ST.,7702,Eckhert Rd,San Antonio,TX,78240
89427,ECKHERT & JOHN MARSHALL ST.,8202,Sam Snead,San Antonio,TX,78240
89456,OLD CORPUS CHRISTI RD. & E. 9TH S,17303,Old Corpus Christi Rd,Elmendorf,TX,78112
89457,HORIZON HILL IN FRONT OF 4000,4000,Horizon Hill Blvd,San Antonio,TX,78229
89466,MCCULLOUGH & THELMA,4217,McCullough Ave,San Antonio,TX,78212
89517,MAIN OPPOSITE GIRAUD,615,Soledad St,San Antonio,TX,78205
89523,MONTGOMERY OPPOSITE JANEEN,6386,Montgomery Dr,San Antonio,TX,78239
89529,MONTGOMERY & JANEEN,6351,Montgomery Dr,San Antonio,TX,78239
89553,SHADWELL & WILD CHERRY,1003,Shadwell,San Antonio,TX,78228
89557,MCCULLOUGH & MELROSE,4201,McCullough Ave,San Antonio,TX,78212
89559,SHADWELL & WILD CHERRY,931,Shadwell,San Antonio,TX,78228
89566,HORIZON HILL & EAST HORIZON,4001,Horizon Hill Blvd,San Antonio,TX,78229
89576,BOWENS CROSSING & ARDASH LN.,9948,Ardash Ln,San Antonio,TX,78250
89646,BASCUM AND DODIC PL.,606,Dodic Pl,San Antonio,TX,78221
89656,MCCULLOUGH BET. SPRUCEWOOD & REXFOR,302,Rexford,San Antonio,TX,78216
89657,MCCULLOUGH & SPRUCEWOOD,8214,McCullough Ave,San Antonio,TX,78216
89663,SUMMER FEST & SUNRISE COVE,6074,Summer Fest Dr,San Antonio,TX,78244
89679,SUMMER FEST & SUNRISE COVE,4202,Sunrise Cove Dr,San Antonio,TX,78244
89683,SHADWELL & CHERYL,901,Shadwell,San Antonio,TX,78228
89686,CHERYL & SHADWELL,816,Shadwell,San Antonio,TX,78228
89713,E. HOUSTON & N. NEW BRAUNFELS,423,N New Braunfels Ave,San Antonio,TX,78202
89716,WEST AVE. AND SAN FRANCISCO,1834,San Francisco St,San Antonio,TX,78201
89717,WEST AVE. BET. SAN FRANSISCO & RI,610,West Ave,San Antonio,TX,78201
89719,E. HOUSTON & N. NEW BRAUNFELS,502,N New Braunfels Ave,San Antonio,TX,78202
89723,BURR RD. AND N. NEW BRAUNFELS,166,Burr Rd,San Antonio,TX,78209
89726,N. NEW BRAUNFELS & E. HOUSTON,2200,E Houston St,San Antonio,TX,78202
89727,N. NEW BRAUNFELS & E. HOUSTON,2151,E Houston St,San Antonio,TX,78202
91263,CESAR CHAVEZ BLVD & S. SABINAS,2102,W Cesar Chavez Blvd,San Antonio,TX,78207
92117,S.W. MILITARY DR. AND SELFRIDGE,2250,Gary Ave,Jbsa Lackland,TX,78236
92567,WALTERS AND PASO HONDO,1403,Paso Hondo St,San Antonio,TX,78202
93437,ROOSEVELT IN FRONT OF ROOSEVELT MOB,2343,Roosevelt Ave,San Antonio,TX,78210
94336,EL PASO AND S.W. 24TH,3715,El Paso St,San Antonio,TX,78207
94346,MIDCROWN OPPOSITE 8000,8000,Midcrown Dr,San Antonio,TX,78218
94347,MIDCROWN IN FRONT OF 8000,8011,Midcrown Dr,San Antonio,TX,78218
94386,S. PRESA & MEBANE,4502,S Presa St,San Antonio,TX,78223
94387,S. PRESA OPPOSITE MEBANE,4501,S Presa St,San Antonio,TX,78223
94437,HOEFGEN & E. COMMERCE,1167,E Commerce St,San Antonio,TX,78205
94466,GLEN MONT & GLEN TRAIL,7102,Glen Trl,San Antonio,TX,78239
94467,GLEN MONT & GLEN TRAIL,7015,Glen Trl,San Antonio,TX,78239
94483,NACO PASS OPPOSITE UHR LN.,4306,Naco Pass,San Antonio,TX,78217
94519,TULETA & STADIUM DR.,103,Tuleta,San Antonio,TX,78212
94536,ACKERMAN OPPOSITE 3715,3714,Ackerman Rd,San Antonio,TX,78219
94596,PIPERS CREEK AND MEADOW FLOWER,7443,Pipers Crk,San Antonio,TX,78251
94597,PIPERS CREEK AND MEADOW FLOWER,3103,Meadow Flower,San Antonio,TX,78251
94616,MIDCROWN OPPOSITE ROUND TABLE,5294,Round Table,San Antonio,TX,78218
94637,ACKERMAN OPPOSITE TAUBE,3607,Ackerman Rd,San Antonio,TX,78219
94643,DONALDSON IN FRONT OF 1014,1005,Donaldson Ave,San Antonio,TX,78228
94649,DONALDSON & MANOR,939,Donaldson Ave,San Antonio,TX,78228
94653,BOLING BROOK OPPOSITE HONEY TREE,1079,Honeytree Ln,San Antonio,TX,78245
94656,WURZBACH & WHISPER VALLEY,11800,Wurzbach Rd,San Antonio,TX,78230
94657,WURZBACH OPPOSITE WHISPER VALLEY,11800,Wurzbach Rd,San Antonio,TX,78230
94659,BOLING BROOK & HONEY TREE,1078,Honeytree Ln,San Antonio,TX,78245
94666,SW LOOP 410 N ACCESS RD. & ALDRICH,,I 410,San Antonio,TX,78227
89729,BURR RD. AND N. NEW BRAUNFELS,160,Burr Rd,San Antonio,TX,78209
89747,BASCUM AND E. PETALUMA,606,Dodic Pl,San Antonio,TX,78221
89756,MCCULLOUGH & ANNIE,4026,McCullough Ave,San Antonio,TX,78212
89757,MCCULLOUGH & NORWOOD,4026,McCullough Ave,San Antonio,TX,78212
89763,RIM ROCK TR. BET WILLOW CK. & SHOAL,8350,Shoal Creek Dr,San Antonio,TX,78251
89769,RIM ROCK TR. BET SHOAL CK. & WILLOW,8359,Willow Creek Dr,San Antonio,TX,78251
89773,E. HOUSTON & POLARIS,2246,E Houston St,San Antonio,TX,78202
89779,E. HOUSTON & POLARIS,2301,E Houston St,San Antonio,TX,78202
89787,BOWENS CROSSING & WEYBRIDGE,10002,Ink Wls,San Antonio,TX,78250
89817,S. MAIN AND DOLOROSA,115,Main Plz,San Antonio,TX,78205
89819,RIM ROCK TR. & CACTUS CREEK,8403,Cactus Crk,San Antonio,TX,78251
82821,RAYBON AND WALZEM,5300,Walzem Rd,Windcrest,TX,78218
89896,DOVER RIDGE IN FRONT OF 10255,7269,Artisan Ln,San Antonio,TX,78250
89897,DOVER RIDGE OPP. N.W.CROSSING ELEM.,9830,Hearthglen,San Antonio,TX,78250
89913,DOLOROSA & S. MAIN,115,Main Plz,San Antonio,TX,78205
89926,LYNHAVEN & E. HOUSTON,4920,E Houston St,San Antonio,TX,78220
89936,MAIN PLZ. & MARKET,115,Main Plz,San Antonio,TX,78205
89946,MCCULLOUGH & PINEWOOD,267,Pinewood Ln,San Antonio,TX,78216
89947,MCCULLOUGH & PINEWOOD,267,Pinewood Ln,San Antonio,TX,78216
89953,E. HOUSTON & ESTATE,4950,E Houston St,San Antonio,TX,78220
89957,MCCULLOUGH & RIDGEWOOD,4007,McCullough Ave,San Antonio,TX,78212
89969,E. COMMERCE AT AMERICAN RED CROSS,3642,E Houston St,San Antonio,TX,78219
89973,E. COMMERCE OPP. AMERICAN RED CROSS,3642,E Houston St,San Antonio,TX,78219
89986,HORIZON HILL & CALLAGHAN,3718,Horizon Hill Blvd,San Antonio,TX,78229
89996,MEDICAL DR OPP/ENT VILLA ROSA HOSP.,5114,Medical Dr,San Antonio,TX,78229
89997,MEDICAL DR. & ENT. VILLA ROSA HOSP.,5114,Medical Dr,San Antonio,TX,78229
91117,GEN. MCMULLEN & EL PASO,539,S General Mcmullen,San Antonio,TX,78237
91119,HILDEBRAND & BUCKEYE,1639,W Hildebrand Ave,San Antonio,TX,78201
91123,OLD SEGUIN RD. OPPOSITE DIADEM,5131,Old Seguin Rd,San Antonio,TX,78219
91133,SPRING HAVEN AND SPRING SHADOW,6603,Spring Hvn,San Antonio,TX,78249
91179,TIMBER VIEW AND ELM GLADE,8203,Elm Glade,San Antonio,TX,78251
91187,NEW WORLD AND ROBIN FOREST,8027,New World Dr,San Antonio,TX,78239
91189,HILDEBRAND & PARK HILL (SHOOK),406,E Hildebrand Ave,San Antonio,TX,78212
91197,HENDERSON PASS & CEDAR RIDGE,2439,Cedar Rdg,San Antonio,TX,78232
91216,GEN. MCMULLEN & EL PASO,630,S General Mcmullen,San Antonio,TX,78237
91227,CALLAGHAN & HORIZON HILL,7888,Callaghan Rd,San Antonio,TX,78229
91231,MAIN AND QUINCY,730,N Main Ave,San Antonio,TX,78205
91233,HILDEBRAND OPPOSITE GILLESPIE,257,E Hildebrand Ave,San Antonio,TX,78212
91236,CALLAGHAN OPPOSITE HORIZON HILL,7888,Callaghan Rd,San Antonio,TX,78229
91237,HORIZON HILL & CALLAGHAN,3718,Horizon Hill Blvd,San Antonio,TX,78229
91239,HILDEBRAND & GILLESPIE,257,E Hildebrand Ave,San Antonio,TX,78212
91241,MARKET OPPOSITE USO,112,W Market St,San Antonio,TX,78205
91243,WOODSTONE AND IH-10 W ACCESS RD.,11815,Ih 10 W,San Antonio,TX,78230
91253,HILDEBRAND & BUCKEYE,1603,W Hildebrand Ave,San Antonio,TX,78201
91256,NW LOOP 410 E. ACCESS RD. & INGRAM,6480,NW Loop 410,San Antonio,TX,78238
91267,ELM GLADE AND TIMBER VIEW,8203,Elm Glade,San Antonio,TX,78251
91269,CESAR CHAVEZ BLVD & S. SABINAS,2025,W Cesar Chavez Blvd,San Antonio,TX,78207
91277,LOSOYA & MARKET,333,E Market St,San Antonio,TX,78205
91283,HILDEBRAND & SHOOK,359,E Hildebrand Ave,San Antonio,TX,78212
91287,SHOOK AND HILDEBRAND,103,Park Hl,San Antonio,TX,78212
91296,NEW WORLD AND ROBIN FOREST,6602,Robin Frst,San Antonio,TX,78239
91343,SPRING TIME OPPOSITE SPRING SHADOW,11703,Spring Shadow Dr,San Antonio,TX,78249
91346,N.W. LOOP 410 N ACCESS RD. AND INGR,,I 410,San Antonio,TX,78238
91347,SPRING SHADOW AND SPRING TIME,11703,Spring Shadow Dr,San Antonio,TX,78249
91356,OREY & DIVISION,1002,Division,San Antonio,TX,78225
91359,DIVISION BTWN RUDY & OREY,927,Division,San Antonio,TX,78225
91386,SAN PEDRO/1ST. ENTRANCE TO 12300,,US 281,San Antonio,TX,78216
91393,DIVISION & BUFFALO,902,Division,San Antonio,TX,78225
91429,SPRING TIME OPP. MURRAY B. BOONE SC,6603,Spring Brook Dr,San Antonio,TX,78249
91443,DONALDSON IN FRONT OF 1358,1358,Donaldson Ave,San Antonio,TX,78228
91449,DONALDSON & RED BUD,1335,Donaldson Ave,San Antonio,TX,78228
91457,OREY & VERMONT,1103,Vermont,San Antonio,TX,78211
91463,WESTOVER HILLS AT HYATT HILL COUNTR,9731,Calmont Way,San Antonio,TX,78251
91469,WESTOVER HILLS OPPOSITE HYATT HILL-,9727,Calmont Way,San Antonio,TX,78251
91486,OREY & CRYSTAL,1034,Crystal,San Antonio,TX,78211
91487,OREY & CRYSTAL,1103,Crystal,San Antonio,TX,78211
91523,DONALDSON & SEELING,1504,Donaldson Ave,San Antonio,TX,78228
91526,GEN. MCMULLEN & CHARBEN,463,Las Palmas Dr,San Antonio,TX,78237
91527,GEN. MCMULLEN OPPOSITE CHARBEN,711,S General Mcmullen,San Antonio,TX,78237
91547,SAN PEDRO IN FRONT OF 12023,12023,US Hwy 281 N,San Antonio,TX,78216
91576,IH-10 W ACCESS RD. AT HUEBNER OAKS ,,US 87,San Antonio,TX,78230
91586,GALLERY RIDGE OPPOSITE ROYAL HUNT,7206,Gallery Rdg,San Antonio,TX,78250
91587,GALLERY RIDGE & ROYAL HUNT,7206,Gallery Rdg,San Antonio,TX,78250
91593,ENRIQUE BARRERA PKWY & S.W. 41ST.,1062,Enrique M Barrera Pkwy,San Antonio,TX,78237
91599,ENRIQUE BARRERA PKWY & S.W. 41ST.,635,SW 41st St,San Antonio,TX,78237
91643,NUEVA BETWEEN S. PRESA AND S. ALAMO,524,E Nueva,San Antonio,TX,78205
91676,NEW WORLD BETWEEN CHAPEL FOREST AND,7962,New World Dr,San Antonio,TX,78239
91677,NEW WORLD BETWEEN QUIET FOREST AND ,6535,Chapel Frst,San Antonio,TX,78239
91679,ENRIQUE BARRERA PKWY & ELDRIDGE,1135,Enrique M Barrera Pkwy,San Antonio,TX,78237
91736,TORINO IN FRONT OF 7700,7700,Torino Dr,San Antonio,TX,78229
91737,TORINO OPPOSITE 7700,7700,Torino Dr,San Antonio,TX,78229
91766,SAN PEDRO & E. NAKOMA,,US 281,San Antonio,TX,78216
91827,SAN PEDRO & NAKOMA,,US 281,San Antonio,TX,78216
91933,BABCOCK OPPOSITE JOHN SMITH,2403,Babcock Rd,San Antonio,TX,78229
91939,BABCOCK & JOHN SMITH,2465,Babcock Rd,San Antonio,TX,78229
91943,E. COMMERCE & GEVERS,2348,E Commerce St,San Antonio,TX,78203
91949,E. COMMERCE & GEVERS,2405,E Commerce St,San Antonio,TX,78203
92116,S.W. MILITARY DR. & SELFRIDGE,2250,Gary Ave,Jbsa Lackland,TX,78236
92123,TIMBER VIEW AND CULEBRA,8214,Culebra Rd,San Antonio,TX,78251
92126,QUINTANA & HARMON,819,Quintana Rd,San Antonio,TX,78211
92129,TIMBER VIEW & CULEBRA,8313,Culebra Rd,San Antonio,TX,78251
92153,HILDEBRAND & THELMA,103,Thelma Dr,San Antonio,TX,78212
78FO,78FO,6159,Farm To Market Rd 78,San Antonio,TX,78244
92159,HILDEBRAND & THELMA,103,Thelma Dr,San Antonio,TX,78212
92163,WOODSTONE IN FRONT OF 4900,4909,Woodstone Dr,San Antonio,TX,78230
92166,WALTERS AND CROCKETT,2002,E Crockett St,San Antonio,TX,78202
92167,ST. CLOUD OPPOSITE JOHN PAGE,225,John Page Dr,San Antonio,TX,78228
92173,E. HOUSTON OPPOSITE 5333,5333,Farm To Market Rd 1346,San Antonio,TX,78220
92176,ST. CLOUD & JOHN PAGE,224,John Page Dr,San Antonio,TX,78228
92189,E. HOUSTON OPP. ENTRANCE TO CENTRAL,5345,Farm To Market Rd 1346,San Antonio,TX,78220
92216,GALLERY RIDGE & DOVER RIDGE,7238,Gallery Rdg,San Antonio,TX,78250
92217,DOVER RIDGE & GALLERY RIDGE,7239,Gallery Rdg,San Antonio,TX,78250
92233,CESAR CHAVEZ BLVD & TRINITY,1902,W Cesar Chavez Blvd,San Antonio,TX,78207
92236,OLD SKY HARBOUR & FISHERS BEND,6002,Fishers Bnd,San Antonio,TX,78242
92237,OLD SKY HARBOUR OPPOSITE FISHERS BE,8871,Old Sky Hbr,San Antonio,TX,78242
92239,CESAR CHAVEZ BLVD & TRINITY,1819,W Cesar Chavez Blvd,San Antonio,TX,78207
92243,CULEBRA & MICRON,8050,Culebra Rd,San Antonio,TX,78251
92249,CULEBRA & PIPERS LANE,8099,Culebra Rd,San Antonio,TX,78251
92263,SPRING TIME OPPOSITE GALLANT FOREST,11839,Greenwood Village Dr,San Antonio,TX,78249
92267,WALTERS &  CROCKETT,607,N Walters St,San Antonio,TX,78202
92269,SPRING TIME & GALLANT FOREST,6363,Spring Time Dr,San Antonio,TX,78249
92296,COMMERCIAL & ANSLEY,3703,Commercial Ave,San Antonio,TX,78221
92297,COMMERCIAL & ANSLEY,405,W Ansley Blvd,San Antonio,TX,78221
92323,SPRING TIME & BABCOCK,6480,Babcock Rd,San Antonio,TX,78249
92329,SPRING TIME & BABCOCK,6551,Spring Time Dr,San Antonio,TX,78249
92349,DIVISION & RUDY,847,Division,San Antonio,TX,78225
92363,ENRIQUE BARRERA PKWY & S.W. 4OTH,1003,Enrique M Barrera Pkwy,San Antonio,TX,78237
92369,ENRIQUE BARRERA PKWY & S.W. 4OTH,959,Enrique M Barrera Pkwy,San Antonio,TX,78237
92373,DIVISION & COMMERCIAL,810,Division,San Antonio,TX,78225
