StopNumber,Location,StreetNumber,Street,City,State,Zip
93939,E. COMMERCE & GRIMES,2711,E Commerce St,San Antonio,TX,78203
93953,E. SOUTHCROSS & GOLIAD,1102,Goliad Rd,San Antonio,TX,78223
93957,STADIUM DR. AT TRINITY SAMS CENTER,1,Trinity Pl,San Antonio,TX,78212
93959,E. SOUTHCROSS & GOLIAD,2817,E Southcross Blvd,San Antonio,TX,78223
93989,E. SOUTHCROSS & CLARK,2903,E Southcross Blvd,San Antonio,TX,78223
93993,E. COMMERCE & MEL WAITERS WAY,102,S Mel Waiters Way,San Antonio,TX,78203
93999,E. COMMERCE BETWEEN GARCIA & MEL WAITERS WAY,2825,E Commerce St,San Antonio,TX,78203
94156,MIDCROWN OPPOSITE CHAS. WINDHAM,5516,Walzem Rd,Windcrest,TX,78218
94163,APPLE GREEN & NORTH HOLLOW,7926,Pheasant Crk,San Antonio,TX,78240
94183,CROCKETT & CHERRY,720,E Crockett St,San Antonio,TX,78202
94217,MEADOW DR. & PIPERS CREEK,7623,Pipers Crk,San Antonio,TX,78251
94219,PIPERS CREEK & MEADOW DR.,7619,Pipers Crk,San Antonio,TX,78251
94226,SW LOOP 410 N ACCESS RD. & VALLEY H,,I 410,San Antonio,TX,78227
94229,HILDEBRAND OPPOSITE MICHIGAN,1107,W Hildebrand Ave,San Antonio,TX,78201
94237,S.W. 24TH & SAN FERNANDO,619,SW 24th St,San Antonio,TX,78207
94253,HILDEBRAND & GRANT,1002,W Hildebrand Ave,San Antonio,TX,78201
94259,PIPERS CREEK OPPOSITE MEADOW CREEK,7539,Pipers Crk,San Antonio,TX,78251
94263,PIPERS CREEK & MEADOW CREEK,7539,Pipers Crk,San Antonio,TX,78251
94269,HILDEBRAND & GRANT,939,W Hildebrand Ave,San Antonio,TX,78201
67687,SILICON AT WAL-MARTSUPERCENTER,12822,Ih 10 W,San Antonio,TX,78249
94311,CENTER AND CHESTNUT,200,Center St,San Antonio,TX,78202
94323,HILDEBRAND & STADIUM DR.,705,E Hildebrand Ave,San Antonio,TX,78212
94329,HILDEBRAND & DEVINE RD.,705,E Hildebrand Ave,San Antonio,TX,78212
94673,DONALDSON & SENISA,937,Donaldson Ave,San Antonio,TX,78228
94686,S. PRESA & LINDA LOU,4602,S Presa St,San Antonio,TX,78223
94687,S. PRESA OPPOSITE LINDA LOU,4603,S Presa St,San Antonio,TX,78223
94693,LOCKHILL-SELMA & WHISPER QUILL,11874,Wurzbach Rd,San Antonio,TX,78230
94699,E. COMMERCE & CHERRY,1310,E Commerce St,San Antonio,TX,78203
94756,GLEN MONT & GLEN HAVEN,7102,Glen Haven Dr,San Antonio,TX,78239
94757,GLEN MONT & TARRASA,7703,Glen Mont Dr,San Antonio,TX,78239
94773,E. SOUTHCROSS IN FRONT OF 3042,3044,E Southcross Blvd,San Antonio,TX,78223
94779,E. SOUTHCROSS IN FRONT OF 3039,3041,E Southcross Blvd,San Antonio,TX,78223
94783,FM 1346 IN FRONT OF 13441,14090,Farm To Market Rd 1346,Saint Hedwig,TX,78152
94789,FM 1346 AT 13441,14645,Farm To Market Rd 1346,Saint Hedwig,TX,78152
94817,WURZBACH & ELM CREEK,3003,Iron Stone Ct,San Antonio,TX,78230
94826,WURZBACH & WHISPER BOW,11701,Wurzbach Rd,San Antonio,TX,78230
94829,E. SOUTHCROSS & MEEKS,3003,E Southcross Blvd,San Antonio,TX,78223
94893,BOLING BROOK OPPOSITE CLOVER BROOK,1082,Cloverbrook Dr,San Antonio,TX,78245
94897,S.W. 36TH AND ELDRIDGE,4307,Eldridge Ave,San Antonio,TX,78237
94899,BOLING BROOK & CLOVERBROOK,1082,Cloverbrook Dr,San Antonio,TX,78245
94917,KENILWORTH & BURNSIDE,515,Burnside Dr,San Antonio,TX,78209
94933,E. SOUTHCROSS & PRESTWICK,2927,E Southcross Blvd,San Antonio,TX,78223
94947,SW LOOP 410 S ACCESS RD. & RANCH VA,,I 410,San Antonio,TX,78227
94953,E. COMMERCE & ROSARY,2902,E Commerce St,San Antonio,TX,78203
94959,E. COMMERCE OPPOSITE ROSARY,2902,E Commerce St,San Antonio,TX,78203
94973,CASTROVILLE & BARCLAY,615,Barclay St,San Antonio,TX,78207
94979,CASTROVILLE & BARCLAY,267,Castroville Rd,San Antonio,TX,78207
95123,THOUSAND OAKS & UHR LN.,4239,Thousand Oaks Dr,San Antonio,TX,78217
95173,BANDERA AND LOOP 1604 ACCESS RD.,11727,Bandera Rd,San Antonio,TX,78254
95176,WILSON BETWEEN GRAMERCY / DONALDSON,2403,W Gramercy Pl,San Antonio,TX,78228
95177,CORIAN SPRINGS DR. AND WATERING POI,4807,Corian Springs Dr,San Antonio,TX,78247
95183,MONTGOMERY DR. OPPOSITE 7263,7263,Montgomery Dr,San Antonio,TX,78239
95213,HILDEBRAND & BLANCO,826,W Hildebrand Ave,San Antonio,TX,78212
95216,WILSON BET. A HAMILTON/ T JEFFERSON,2011,Wilson Blvd,San Antonio,TX,78228
95217,WILSON BET. T JEFFERSON/ A HAMILTON,2011,Wilson Blvd,San Antonio,TX,78228
95219,HILDEBRAND & BLANCO,2200,Blanco Rd,San Antonio,TX,78212
95223,E. HOUSTON & ROYAL VIEW,5692,Farm To Market Rd 1346,San Antonio,TX,78220
95239,E. HOUSTON IN FRONT OF 5731,5692,Farm To Market Rd 1346,San Antonio,TX,78220
95243,HILDEBRAND & AGANIER,806,W Hildebrand Ave,San Antonio,TX,78212
95249,HILDEBRAND & AGANIER,739,W Hildebrand Ave,San Antonio,TX,78212
92127,HWY. 16 SOUTHBOUND OPPOSITE 17020,16910,State Hwy 16 S,San Antonio,TX,78264
95257,S.W. 21ST & SAN FERNANDO,3503,San Fernando St,San Antonio,TX,78207
95259,SAN FERNANDO & S.W. 21ST,3422,San Fernando St,San Antonio,TX,78207
95266,HILLCREST AND QUILL DR. W.,188,W Quill Dr,San Antonio,TX,78228
95267,HILLCREST AND QUILL DR. W.,1474,Hillcrest Dr,San Antonio,TX,78228
95286,N. HACKBERRY AND CENTER,532,Center St,San Antonio,TX,78202
95316,UHR LN. AND NACO PASS,4252,Thousand Oaks Dr,San Antonio,TX,78217
95326,VANDIVER & CAVE LANE,502,Cave Ln,San Antonio,TX,78209
95327,VANDIVER & CAVE LANE,423,Cave Ln,San Antonio,TX,78209
95336,HUEBNER & VANCE JACKSON,11930,Vance Jackson Rd,San Antonio,TX,78230
95349,HILDEBRAND & MCALLISTER FRWY.,782,E Hildebrand Ave,San Antonio,TX,78212
95353,HILDEBRAND & MCALLISTER FREEWAY,727,E Hildebrand Ave,San Antonio,TX,78212
95363,CORIAN SPRINGS DR. BET. CLASSEN RD.,16055,Watering Point Dr,San Antonio,TX,78247
95366,HUEBNER OPPOSITE TEXAS ELM,3911,Forest Is,San Antonio,TX,78230
95367,HUEBNER & TEXAS ELM,3911,Forest Is,San Antonio,TX,78230
95373,HWY 87 & BECK RD.,4631,Beck Rd,San Antonio,TX,78263
95377,N. HACKBERRY AND CENTER,531,Center St,San Antonio,TX,78202
95379,HWY 87 OPPOSITE BECK RD.,8989,US Hwy 87 E,San Antonio,TX,78263
95386,CALLAGHAN & FERMI,5934,Kettering St,San Antonio,TX,78228
95393,HILDEBRAND OPPOSITE ST. JOSEPH'S CO,847,E Hildebrand Ave,San Antonio,TX,78212
95399,HILDEBRAND AT ST. JOSEPH'S CONVENT,847,E Hildebrand Ave,San Antonio,TX,78212
95416,HUEBNER & EMERALD HILL,15271,Huebner Rd,San Antonio,TX,78231
95417,HUEBNER OPPOSITE EMERALD HILL,15102,Huebner Rd,San Antonio,TX,78231
95517,WILSON & MEREDITH,1907,Wilson Blvd,San Antonio,TX,78228
95536,VANDIVER & ROCKHILL,434,Rockhill Dr,San Antonio,TX,78209
95537,VANDIVER & ROCKHILL,435,Rockhill Dr,San Antonio,TX,78209
95547,ROYAL VIEW & WAY VIEW,5707,Way View Dr,San Antonio,TX,78220
95576,PORT VICTORIA & TRADING POST,5362,Trading Post Dr,San Antonio,TX,78242
95583,VANCE JACKSON IN FRONT OF HOBBY M.S,11910,Vance Jackson Rd,San Antonio,TX,78230
95589,VANCE JACKSON & RUSTIC,11906,Vance Jackson Rd,San Antonio,TX,78230
95613,DONALDSON & WILSON,904,Donaldson Ave,San Antonio,TX,78228
95617,WILSON & DONALDSON (TP ONLY),901,Donaldson Ave,San Antonio,TX,78228
95619,DONALDSON & WILSON,758,Donaldson Ave,San Antonio,TX,78201
95627,CLASSEN RD. AND MISTY GLADE,15901,Dulce Creek Dr,San Antonio,TX,78247
95653,E. SOUTHCROSS & DOLLARHIDE,3082,E Southcross Blvd,San Antonio,TX,78223
95659,E. SOUTHCROSS & DOLLARHIDE,3102,E Southcross Blvd,San Antonio,TX,78223
95677,S. HACKBERRY AND LINDA LOU,201,Linda Lou Dr,San Antonio,TX,78223
95693,E. SOUTHCROSS OPPOSITE ROCK GLEN,3134,E Southcross Blvd,San Antonio,TX,78223
95699,E. SOUTHCROSS & ROCK GLEN,3143,E Southcross Blvd,San Antonio,TX,78223
95727,PIPERS CREEK & JOE NEWTON,7403,Pipers Crk,San Antonio,TX,78251
95729,LOCKHILL-SELMA OPPOSITE 2662,11902,Sandbar Hl,San Antonio,TX,78230
95747,LAWN VIEW OPPOSITE TREE VIEW,415,Lawnview,San Antonio,TX,78220
95753,DONALDSON OPP. THOMAS JEFFERSON H.S,740,Donaldson Ave,San Antonio,TX,78201
95757,HILLCREST AND N.W. 36TH,1400,Hillcrest Dr,San Antonio,TX,78228
95766,N.W. 36TH AND WILLARD,1400,Hillcrest Dr,San Antonio,TX,78228
95776,S. HACKBERRY AND E. COMMERCE,1502,E Commerce St,San Antonio,TX,78203
95777,N. HACKBERRY AND E. COMMERCE,1503,E Commerce St,San Antonio,TX,78202
95783,E. COMMERCE & S. HACKBERRY,1434,E Commerce St,San Antonio,TX,78203
95786,MABE OPPOSITE SILVER OAKS  APTS,2890,Mabe Rd,San Antonio,TX,78251
95787,MABE IN FRONT OF 2885,2890,Mabe Rd,San Antonio,TX,78251
95789,E. COMMERCE & S. HACKBERRY,1503,E Commerce St,San Antonio,TX,78202
95796,PORT VICTORIA BETWEEN CASTLE COVE A,5343,Castle Cv,San Antonio,TX,78242
95816,S. PRESA IN FRONT OF 4634,4649,S Presa St,San Antonio,TX,78223
95829,JOE NEWTON & PIPERS CREEK,7403,Pipers Crk,San Antonio,TX,78251
95883,ASHLEY EAST OF 1538,1526,Ashley Rd,San Antonio,TX,78214
95889,ASHLEY OPPOSITE 1538,1606,Ashley Rd,San Antonio,TX,78214
95893,1000 OAKS OPP. PARK OAKS-SHOP.CNTR.,16414,US Hwy 281 N,San Antonio,TX,78232
95896,LOST CREEK & FALCON HILL,5862,Lost Crk,San Antonio,TX,78247
95897,LOST CREEK & FALCON HILL,5903,Lost Crk,San Antonio,TX,78247
95899,1000 OAKS/FRONT PARK OAKS-SHOP.CTR.,16602,US Hwy 281 N,San Antonio,TX,78232
95926,GITTINGER AND VALLEYFIELD,4282,Valleyfield Dr,San Antonio,TX,78222
95936,VANDIVER & URBAN CREST,3004,Urban Crest Dr,San Antonio,TX,78209
95937,VANDIVER & URBAN CREST,450,Forrest Hl,San Antonio,TX,78209
95943,CASTROVILLE & S.W. 21ST.,202,Castroville Rd,San Antonio,TX,78207
95949,CASTROVILLE & S.W. 21ST.,155,Castroville Rd,San Antonio,TX,78207
95953,E. COMMERCE OPPOSITE KRAFT,3011,E Commerce St,San Antonio,TX,78220
95957,SAN PEDRO & THOUSAND OAKS(MECCA),16337,US Hwy 281 N,San Antonio,TX,78232
95959,E. COMMERCE & KRAFT,3030,E Commerce St,San Antonio,TX,78220
95969,TULETA AT SAN ANTONIO ZOO ENTRANCE,3903,N St Mary's St,San Antonio,TX,78212
95976,S. HACKBERRY AND ENTRANCE DRIVE TO ,4611,S Hackberry St,San Antonio,TX,78223
95977,S. HACKBERRY OPPOSITE UNION PARK AP,4710,S Hackberry St,San Antonio,TX,78223
95983,VALLEYFIELD OPPOSITE TEE,4338,Valleyfield Dr,San Antonio,TX,78222
95996,HARTLINE & ASHLAND,303,Ashland Dr,San Antonio,TX,78218
95997,HARTLINE & ASHLAND,239,Ashland Dr,San Antonio,TX,78218
96111,FRIO IN FRONT OF 301,305,S Frio St,San Antonio,TX,78207
96117,FIVE PALMS & TRADING POST,5303,Trading Post Dr,San Antonio,TX,78242
96123,TRADING POST & FIVE PALMS,5303,Trading Post Dr,San Antonio,TX,78242
96127,S. FRIO IN FRONT OF 401,502,W Cesar Chavez Blvd,San Antonio,TX,78207
96137,IH-10 E ACCESS RD IN FRONT OF 16500,,I 10,San Antonio,TX,78249
96151,N. MAIN AND MARTIN,423,N Main Ave,San Antonio,TX,78205
96156,INDEPENDENCE & VALLEY FORGE,12234,Valley Forge Ave,San Antonio,TX,78233
96166,W.W. WHITE & CHARLES WILLIAMS PL.,520,S Ww White Rd,San Antonio,TX,78220
96167,INDEPENDENCE & VALLEY FORGE,5835,Valley Forge Ave,San Antonio,TX,78233
96196,S. ZARZAMORA IN FRONT OF GARDEN VALLEY,8718,S Zarzamora St,San Antonio,TX,78224
96197,S. ZARZAMORA OPP. ENT TO GARDEN VAL,8614,S Zarzamora St,San Antonio,TX,78224
96213,SAN FERNANDO & S.W. 19TH,605,SW 19th St,San Antonio,TX,78207
96217,S.W. 19TH & SAN FERNANDO,605,SW 19th St,San Antonio,TX,78207
96219,E. HOUSTON IN FRONT OF 5885,5885,Farm To Market Rd 1346,San Antonio,TX,78220
96223,HILDEBRAND & BEACON,702,W Hildebrand Ave,San Antonio,TX,78212
96229,HILDEBRAND & BEACON,647,W Hildebrand Ave,San Antonio,TX,78212
96236,MOURSUND BLVD. OPPOSITE ANSLEY,3900,Pleasanton Rd,San Antonio,TX,78221
96237,MOURSUND BLVD. AND ANSLEY,101,Moursund Blvd,San Antonio,TX,78221
96259,DURANGO OPPOSITE RADISSON HOTEL,502,W Cesar Chavez Blvd,San Antonio,TX,78207
96273,BANDERA & QUILL,1502,Bandera Rd,San Antonio,TX,78228
96279,BANDERA & QUILL,1450,Bandera Rd,San Antonio,TX,78228
96283,HILDEBRAND & BREEDEN,500,W Hildebrand Ave,San Antonio,TX,78212
96289,HILDEBRAND & BREEDEN,450,W Hildebrand Ave,San Antonio,TX,78212
96316,HARTLINE & BOBBY LOU,138,Bobby Lou,San Antonio,TX,78218
96317,HARTLINE & BOBBY LOU,422,Hartline Dr,San Antonio,TX,78218
96326,PLEASANTON RD. & DIVISION,604,Pleasanton Rd,San Antonio,TX,78214
96327,PLEASANTON RD. & DIVISION,517,Pleasanton Rd,San Antonio,TX,78214
96329,BANDERA IN FRONT OF H.E.B.,11715,Bandera Rd,San Antonio,TX,78254
96331,CESAR CHAVEZ BLVD & FRIO,502,W Cesar Chavez Blvd,San Antonio,TX,78207
96347,VANCE JACKSON & TANSYL,103,Tansyl Dr,San Antonio,TX,78213
96356,VANCE JACKSON & SHADY RILL,286,Shady Rill,San Antonio,TX,78213
96386,REGAL VIEW & E. HOUSTON,400,Regal View Dr,San Antonio,TX,78220
96396,S. ZARZAMORA & HOSACK,230,Hosack Ave,San Antonio,TX,78211
96397,S. ZARZAMORA OPPOSITE HOSACK,230,Hosack Ave,San Antonio,TX,78211
96426,S. FRIO & CESAR CHAVEZ BLVD,502,W Cesar Chavez Blvd,San Antonio,TX,78207
96436,INDEPENDENCE AND MOORES CREEK,5903,Moores Crk,San Antonio,TX,78233
96437,INDEPENDENCE AND MOORES CREEK,5855,Moores Crk,San Antonio,TX,78233
96467,FIVE PALMS OPPOSITE GRAY BUFFALO,9206,Five Palms Dr,San Antonio,TX,78242
96486,FM 1516 IN FRONT OF JUDSON STADIUM,9155,Schaefer Rd,Converse,TX,78109
96493,BANDERA & WILLARD,1405,Bandera Rd,San Antonio,TX,78228
96517,S. FRIO IN FRONT OF 515,515,S Frio St,San Antonio,TX,78207
96553,MILITARY & DUGAS,8823,Dugas Dr,San Antonio,TX,78251
96587,S. ZARZAMORA OPPOSITE ANSLEY,1562,W Ansley Blvd,San Antonio,TX,78224
96596,S. ZARZAMORA & ANSLEY,1562,W Ansley Blvd,San Antonio,TX,78224
96617,INDEPENDENCE & O'CONNOR,12015,Independence Ave,San Antonio,TX,78233
96623,VANCE JACKSON OPPOSITE SUNBURST,11705,Vance Jackson Rd,San Antonio,TX,78230
96629,VANCE JACKSON & SUNBURST,11818,Sunburst Ln,San Antonio,TX,78230
96636,GEORGE BURNS OPPOSITE 7303,7302,George Burns,San Antonio,TX,78240
96637,GEORGE BURNS IN FRONT OF 7305,7305,George Burns,San Antonio,TX,78240
96653,E. SOUTHCROSS & KELLIS,3166,E Southcross Blvd,San Antonio,TX,78223
96656,VANCE JACKSON & CHERRY RIDGE,362,Cherry Ridge Dr,San Antonio,TX,78213
96657,VANCE JACKSON & CHERRY RIDGE,403,Cherry Ridge Dr,San Antonio,TX,78213
96659,E. SOUTHCROSS & KELLIS,3203,E Southcross Blvd,San Antonio,TX,78223
96677,MONTGOMERY DR. AND GIBBS SPRAWL,8102,Whistler,San Antonio,TX,78239
96693,LOST CREEK & ROSS OAK,5966,Lost Crk,San Antonio,TX,78247
96699,ROSS OAK & LOST CREEK,5970,Lost Crk,San Antonio,TX,78247
96713,TREE VIEW OPPOSITE 5839,5838,Tree View Dr,San Antonio,TX,78220
96716,HARTLINE BET. LAKESHORE & SERNA P,103,Lakeshore Dr,San Antonio,TX,78218
96717,HARTLINE BET. SERNA PARK & LAKESH,211,Hartline Dr,San Antonio,TX,78218
96723,DONALDSON & KAMPMANN,704,Donaldson Ave,San Antonio,TX,78201
96726,PLEASANTON RD. & KOEPKE,724,Pleasanton Rd,San Antonio,TX,78214
96727,PLEASANTON RD. & KOEPKE,724,Pleasanton Rd,San Antonio,TX,78214
96729,DONALDSON & KAMPMANN,704,Donaldson Ave,San Antonio,TX,78201
96736,INDEPENDENCE & O'CONNOR,12002,O'connor Rd,San Antonio,TX,78233
96737,MOURSUND BLVD. & DORSEY,152,Moursund Blvd,San Antonio,TX,78221
96746,MOURSUND BLVD. OPPOSITE DORSEY,152,Moursund Blvd,San Antonio,TX,78221
96753,JOHN WAYNE & DANNY KAYE,5803,John Wayne,San Antonio,TX,78240
96763,DONALDSON & SHEARER,602,Donaldson Ave,San Antonio,TX,78201
96769,DONALDSON & SHEARER,571,Donaldson Ave,San Antonio,TX,78201
96773,TREE VIEW & REGAL VIEW,5946,Tree View Dr,San Antonio,TX,78220
96783,THOUSAND OAKS IN FRONT OF 1550,16414,US Hwy 281 N,San Antonio,TX,78232
96789,THOUSAND OAKS OPPOSITE 1550,1550,Thousand Oaks Dr,San Antonio,TX,78232
96799,BANDERA AND QUINCY LEE,11558,Bandera Rd,San Antonio,TX,78250
96813,CASTROVILLE & S.W. 19TH,102,Castroville Rd,San Antonio,TX,78207
96816,S.W. 19TH AND GUADALUPE,908,SW 19th St,San Antonio,TX,78207
96817,S.W. 19TH OPPOSITE MONTEZUMA,915,SW 19th St,San Antonio,TX,78207
96819,CASTROVILLE & S.W. 19TH,113,Castroville Rd,San Antonio,TX,78207
96823,E. COMMERCE & OLIVE,1600,E Commerce St,San Antonio,TX,78203
96829,E. COMMERCE & OLIVE,1600,E Commerce St,San Antonio,TX,78203
96839,GUADALUPE & MINTER,3128,Guadalupe St,San Antonio,TX,78207
96843,E. COMMERCE OPPOSITE COCA-COLA PL.,3136,E Commerce St,San Antonio,TX,78220
96849,E. COMMERCE & COCA-COLA PL.,3203,E Commerce St,San Antonio,TX,78203
96873,GUADALUPE & S.W. 18TH,3100,Guadalupe St,San Antonio,TX,78207
96877,FM 1516 & UPPER SEGUIN RD.,7825,Upper Seguin Rd,Converse,TX,78109
96883,BANDERA AND STONECROFT,11555,Bandera Rd,San Antonio,TX,78254
96889,GUADALUPE & PICOSO,3015,Guadalupe St,San Antonio,TX,78207
96893,E. COMMERCE & GAY,3310,E Commerce St,San Antonio,TX,78220
96899,E. COMMERCE OPPOSITE GAY,3310,E Commerce St,San Antonio,TX,78220
96916,S. FRIO & SAN FERNANDO,626,S Frio St,San Antonio,TX,78207
11867,SW LOOP 410S ACCESS RD. AT 1749,1755,SW Loop 410,San Antonio,TX,78227
96917,S. FRIO & SAN FERNANDO,626,S Frio St,San Antonio,TX,78207
96923,E. COMMERCE & SPRIGGSDALE,3098,E Commerce St,San Antonio,TX,78220
96929,E. COMMERCE OPPOSITE SPRIGGSDALE,3047,E Commerce St,San Antonio,TX,78203
96956,VANCE JACKSON & LIVELY,358,Lively,San Antonio,TX,78213
96957,VANCE JACKSON & LIVELY,401,Lively,San Antonio,TX,78213
96966,FM 1516 & UPPER SEGUIN RD.,7825,Upper Seguin Rd,Converse,TX,78109
96973,VALLEYFIELD AND ROLAND,4435,Valleyfield Dr,San Antonio,TX,78222
96983,E. COMMERCE IN FRONT OF 1730,1734,E Commerce St,San Antonio,TX,78203
96986,S. ZARZAMORA & CENTENNIAL,4920,S Zarzamora St,San Antonio,TX,78211
96987,S. ZARZAMORA & CENTENNIAL,4920,S Zarzamora St,San Antonio,TX,78211
96996,S. ZARZAMORA & HUNTER,9110,Silver Arrow,San Antonio,TX,78224
96997,S. ZARZAMORA & HUNTER,9018,Silver Arrow,San Antonio,TX,78224
97116,MILITARY HWY. & WURZBACH PKWY.,12503,NW Military Hwy,San Antonio,TX,78231
97187,MYSTIC SUNRISE & CACTUS SUN,4135,Mystic Sunrise,San Antonio,TX,78244
97216,W.W. WHITE RD. OPPOSITE THEIS,4607,Silver Riv,San Antonio,TX,78222
97233,DANNY KAYE OPPOSITE SHADOW GLEN CIR,5723,Wexford Pl,San Antonio,TX,78240
97239,DANNY KAYE & SHADOW GLEN CIRCLE,5807,Wexford Pl,San Antonio,TX,78240
97247,SAN PEDRO IN FRONT OF 7045,7045,San Pedro Ave,San Antonio,TX,78216
97253,HILDEBRAND & SAN PEDRO,3315,San Pedro Ave,San Antonio,TX,78212
97256,SAN PEDRO & LULLWOOD,3214,San Pedro Ave,San Antonio,TX,78212
97257,SAN PEDRO AND LULLWOOD,409,W Lullwood Ave,San Antonio,TX,78212
97259,HILDEBRAND & SAN PEDRO,3400,San Pedro Ave,San Antonio,TX,78212
97287,SANTA ROSA AND NUEVA,800,Dolorosa,San Antonio,TX,78207
97296,SANTA ROSA & NUEVA,305,S Santa Rosa,San Antonio,TX,78207
97327,S. FLORES & DIVISION,4611,S Flores St,San Antonio,TX,78214
97329,GEN. HUDNELL & TINKER,3339,General Hudnell Dr,San Antonio,TX,78226
97333,GEN. HUDNELL & TINKER (195 ft east),3339,General Hudnell Dr,San Antonio,TX,78226
97339,DUNCAN & TINKER (BUS TERMINAL),3339,General Hudnell Dr,San Antonio,TX,78226
97363,HILDEBRAND OPP. INC. WORD SCH. OF N,1002,E Hildebrand Ave,San Antonio,TX,78209
97369,HILDEBRAND/INC. WORD SCH OF NURSING,4119,Broadway,San Antonio,TX,78209
97413,DANNY KAYE IN FRONT OF 5903,5932,Danny Kaye Dr,San Antonio,TX,78240
97419,DANNY KAYE OPPOSITE 5903,5905,Danny Kaye Dr,San Antonio,TX,78240
97437,SAN PEDRO & ROSEWOOD,405,W Rosewood Ave,San Antonio,TX,78212
97439,BANDERA & SUTTON,1450,Bandera Rd,San Antonio,TX,78228
97447,SAN PEDRO & MAPLEWOOD (CAR WASH),6985,San Pedro Ave,San Antonio,TX,78216
97456,SAN PEDRO IN FRONT CITY PUBLIC SERVICE,7031,San Pedro Ave,San Antonio,TX,78216
97466,WALNUT CREEK OPPOSITE WATERING POIN,16022,Walnut Creek Dr,San Antonio,TX,78247
97467,WALNUT CREEK BETWEEN WATERING POINT,15903,Watering Point Dr,San Antonio,TX,78247
97496,NOGALITOS & DIVISION,3607,Nogalitos St,San Antonio,TX,78211
97497,NOGALITOS OPPOSITE DIVISION,3609,Nogalitos St,San Antonio,TX,78211
97537,S. FLORES & HART,4811,S Flores St,San Antonio,TX,78214
97546,S. FLORES & E. HART,4811,S Flores St,San Antonio,TX,78214
97553,BANDERA & LIGUSTRUM,1303,Bandera Rd,San Antonio,TX,78228
97556,BROADWAY & SUNSET RD.,7978,Broadway,San Antonio,TX,78209
97557,BROADWAY & SUNSET RD.,8001,Broadway,San Antonio,TX,78209
97559,BANDERA & LIGUSTRUM,1282,Bandera Rd,San Antonio,TX,78228
97587,MYSTIC SUNRISE IN FRONT OF 4057,4057,Mystic Sunrise,San Antonio,TX,78244
97589,RIM ROCK TR. & STAR CREEK,8503,Star Creek Dr,San Antonio,TX,78251
97596,STAR CREEK & RIM ROCK TRAIL,8447,Star Creek Dr,San Antonio,TX,78251
97613,E. SOUTHCROSS & STRINGFELLOW,3243,E Southcross Blvd,San Antonio,TX,78223
97619,E. SOUTHCROSS & STRINGFELLOW,3304,E Southcross Blvd,San Antonio,TX,78223
97657,WALNUT CREEK AND LEGEND WELL,4838,Legend Well Dr,San Antonio,TX,78247
97666,WALNUT CREEK OPPOSITE LEGEND WELL,4838,Legend Well Dr,San Antonio,TX,78247
97673,E. COMMERCE BETWEEN GAY & HONEY,3310,E Commerce St,San Antonio,TX,78220
97676,SANTA ROSA & CESAR CHAVEZ BLVD,140,W Cesar Chavez Blvd,San Antonio,TX,78207
97677,ECKHERT OPPOSITE LINKCREST DR.,7526,Bandera Rd,San Antonio,TX,78238
97679,E. COMMERCE OPPOSITE HONEY,3406,E Commerce St,San Antonio,TX,78220
97686,ECKHERT & LINKCREST DR.,7511,Eckhert Rd,San Antonio,TX,78240
97687,SANTA ROSA AND DURANGO,316,W Cesar Chavez Blvd,San Antonio,TX,78204
97689,DURANGO AND SANTA ROSA,140,W Cesar Chavez Blvd,San Antonio,TX,78207
97746,NOGALITOS OPPOSITE BURGESS,3838,Nogalitos St,San Antonio,TX,78211
97747,SAN PEDRO IN FRONT OF 6931,6941,San Pedro Ave,San Antonio,TX,78216
97753,BANDERA & ECKHERT,7251,Eckhert Rd,San Antonio,TX,78238
97757,NOGALITOS & BURGESS,3838,Nogalitos St,San Antonio,TX,78211
97777,HONEY & E. COMMERCE,118,Honey Blvd,San Antonio,TX,78220
97783,BANDERA IN FRONT OF 1221,1237,Bandera Rd,San Antonio,TX,78228
97789,BANDERA OPPOSITE 1221,1220,Bandera Rd,San Antonio,TX,78228
86997,S. FLORES & TOMMINS,4500,S Flores St,San Antonio,TX,78214
87166,INDEPENDENCE AND HOPES FERRY,5943,McIvey Way,San Antonio,TX,78233
87179,ZACHRY & SUNSHINE,1137,E Sunshine Dr,San Antonio,TX,78228
87246,SAN PEDRO & OLMOS,3904,San Pedro Ave,San Antonio,TX,78212
87266,BROADWAY IN FRONT OF 8318,8318,Broadway,San Antonio,TX,78209
87267,BROADWAY & CITADEL PLAZA,8315,Broadway,San Antonio,TX,78209
87293,ZACHRY & SUTTON,903,Zachry Dr,San Antonio,TX,78228
87317,S. ZARZAMORA & ELMO,103,Elmo Ave,San Antonio,TX,78225
87326,S. ZARZAMORA OPPOSITE ELMO,4006,S Zarzamora St,San Antonio,TX,78225
87333,VILLAGE PARKWAY AND WOOD FALLS,2700,Village Pkwy,San Antonio,TX,78251
87346,INDEPENDENCE & LITTLE BRANDYWINE,12614,Independence Ave,San Antonio,TX,78233
87347,INDEPENDENCE & LITTLE BRANDYWINE,5959,Little Brandywine,San Antonio,TX,78233
87356,SAN PEDRO & RAMPART,7150,San Pedro Ave,San Antonio,TX,78216
87359,VILLAGE PARKWAY BETWEEN WOOD PLACE ,8600,Wood Fls,San Antonio,TX,78251
87447,SAN PEDRO & THAMES,7123,San Pedro Ave,San Antonio,TX,78216
87457,SAN PEDRO & WESTWOOD,3803,San Pedro Ave,San Antonio,TX,78212
