block_group,B08134_001E,B08134_003E_M,B08134_006E_M,B08134_009E_M,B08134_010E,B08134_011E,B08134_013E_M,B08134_016E_M,B08134_019E_M,B08134_020E,B08134_071E,B08134_073E_M,B08134_076E_M,B08134_079E_M,B08134_080E
480291402001,305.0,99.0,144.0,62.0,0.0,246.0,40.0,144.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
480291402004,413.0,118.0,170.0,108.0,17.0,348.0,70.0,170.0,108.0,0.0,65.0,48.0,0.0,0.0,17.0
480291309001,908.0,302.0,338.0,184.0,84.0,865.0,296.0,312.0,184.0,73.0,27.0,0.0,16.0,0.0,11.0
480291717004,670.0,106.0,126.0,92.0,346.0,670.0,106.0,126.0,92.0,346.0,0.0,0.0,0.0,0.0,0.0
480291719035,906.0,319.0,365.0,222.0,0.0,906.0,319.0,365.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0
480291717006,320.0,198.0,40.0,21.0,61.0,320.0,198.0,40.0,21.0,61.0,0.0,0.0,0.0,0.0,0.0
480291719032,352.0,68.0,137.0,117.0,30.0,302.0,68.0,137.0,67.0,30.0,0.0,0.0,0.0,0.0,0.0
480291719034,400.0,116.0,130.0,135.0,19.0,400.0,116.0,130.0,135.0,19.0,0.0,0.0,0.0,0.0,0.0
480291509002,328.0,86.0,164.0,78.0,0.0,308.0,73.0,164.0,71.0,0.0,7.0,0.0,0.0,7.0,0.0
480291509001,705.0,207.0,287.0,134.0,77.0,607.0,207.0,287.0,67.0,46.0,91.0,0.0,0.0,60.0,31.0
480291509005,816.0,385.0,315.0,97.0,19.0,805.0,385.0,304.0,97.0,19.0,11.0,0.0,11.0,0.0,0.0
480291705003,419.0,125.0,156.0,85.0,53.0,362.0,121.0,156.0,32.0,53.0,53.0,0.0,0.0,53.0,0.0
480291705004,414.0,76.0,209.0,129.0,0.0,341.0,76.0,193.0,72.0,0.0,47.0,0.0,16.0,31.0,0.0
480291705002,662.0,224.0,224.0,214.0,0.0,583.0,224.0,213.0,146.0,0.0,68.0,0.0,0.0,68.0,0.0
480291805042,871.0,144.0,355.0,286.0,86.0,790.0,133.0,355.0,269.0,33.0,70.0,0.0,0.0,17.0,53.0
480291205025,314.0,65.0,181.0,68.0,0.0,292.0,60.0,181.0,51.0,0.0,22.0,5.0,0.0,17.0,0.0
480291205023,208.0,79.0,72.0,32.0,25.0,146.0,53.0,45.0,23.0,25.0,36.0,0.0,27.0,9.0,0.0
480291205026,400.0,146.0,142.0,112.0,0.0,363.0,146.0,105.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
480291205024,270.0,132.0,58.0,80.0,0.0,270.0,132.0,58.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
480291207012,515.0,101.0,280.0,134.0,0.0,437.0,62.0,241.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0
480291207011,440.0,242.0,143.0,55.0,0.0,418.0,242.0,143.0,33.0,0.0,22.0,0.0,0.0,22.0,0.0
480291302002,208.0,34.0,93.0,56.0,25.0,123.0,19.0,54.0,45.0,5.0,69.0,11.0,27.0,11.0,20.0
480291410003,573.0,162.0,245.0,166.0,0.0,545.0,143.0,245.0,157.0,0.0,28.0,19.0,0.0,9.0,0.0
480291410002,387.0,65.0,181.0,87.0,54.0,317.0,65.0,166.0,77.0,9.0,55.0,0.0,0.0,10.0,45.0
480291516001,1261.0,155.0,322.0,705.0,79.0,1013.0,47.0,305.0,649.0,12.0,123.0,0.0,0.0,56.0,67.0
480291516004,545.0,111.0,135.0,252.0,47.0,524.0,111.0,135.0,231.0,47.0,21.0,0.0,0.0,21.0,0.0
480291516002,261.0,89.0,37.0,120.0,15.0,261.0,89.0,37.0,120.0,15.0,0.0,0.0,0.0,0.0,0.0
480291817051,886.0,127.0,377.0,285.0,97.0,886.0,127.0,377.0,285.0,97.0,0.0,0.0,0.0,0.0,0.0
480291817052,778.0,157.0,426.0,187.0,8.0,778.0,157.0,426.0,187.0,8.0,0.0,0.0,0.0,0.0,0.0
480291512002,1370.0,476.0,374.0,401.0,119.0,1154.0,386.0,365.0,349.0,54.0,117.0,0.0,0.0,52.0,65.0
480291606001,527.0,35.0,248.0,244.0,0.0,527.0,35.0,248.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0
480291606003,759.0,154.0,374.0,158.0,73.0,714.0,154.0,354.0,133.0,73.0,45.0,0.0,20.0,25.0,0.0
480291419003,416.0,55.0,121.0,240.0,0.0,283.0,0.0,121.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
480291419002,1034.0,65.0,324.0,589.0,56.0,1034.0,65.0,324.0,589.0,56.0,0.0,0.0,0.0,0.0,0.0
480291515003,505.0,111.0,317.0,66.0,11.0,494.0,100.0,317.0,66.0,11.0,0.0,0.0,0.0,0.0,0.0
480291515002,424.0,98.0,212.0,91.0,23.0,413.0,98.0,212.0,91.0,12.0,11.0,0.0,0.0,0.0,11.0
480291603003,248.0,19.0,212.0,9.0,8.0,248.0,19.0,212.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0
480291603002,352.0,77.0,224.0,51.0,0.0,352.0,77.0,224.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0
480291603005,680.0,56.0,447.0,171.0,6.0,680.0,56.0,447.0,171.0,6.0,0.0,0.0,0.0,0.0,0.0
480291612001,357.0,72.0,147.0,138.0,0.0,357.0,72.0,147.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
480291612002,801.0,143.0,356.0,215.0,87.0,778.0,143.0,346.0,215.0,74.0,13.0,0.0,0.0,0.0,13.0
480291804003,347.0,57.0,110.0,164.0,16.0,347.0,57.0,110.0,164.0,16.0,0.0,0.0,0.0,0.0,0.0
480291804001,914.0,190.0,495.0,169.0,60.0,894.0,190.0,495.0,149.0,60.0,20.0,0.0,0.0,20.0,0.0
480291807012,1548.0,474.0,666.0,408.0,0.0,1392.0,451.0,570.0,371.0,0.0,37.0,0.0,0.0,37.0,0.0
480291811004,457.0,204.0,200.0,53.0,0.0,457.0,204.0,200.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
480291811002,454.0,206.0,195.0,37.0,16.0,454.0,206.0,195.0,37.0,16.0,0.0,0.0,0.0,0.0,0.0
480291811003,1191.0,363.0,649.0,153.0,26.0,1114.0,363.0,572.0,153.0,26.0,0.0,0.0,0.0,0.0,0.0
480291909015,665.0,241.0,342.0,16.0,66.0,649.0,241.0,342.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0
480291909013,130.0,0.0,85.0,0.0,45.0,117.0,0.0,72.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
480291809014,497.0,229.0,142.0,106.0,20.0,497.0,229.0,142.0,106.0,20.0,0.0,0.0,0.0,0.0,0.0
480291813031,964.0,264.0,435.0,208.0,57.0,860.0,264.0,384.0,186.0,26.0,104.0,0.0,51.0,22.0,31.0
480291815041,792.0,269.0,365.0,147.0,11.0,758.0,269.0,365.0,124.0,0.0,34.0,0.0,0.0,23.0,11.0
480291815042,1632.0,484.0,772.0,353.0,23.0,1546.0,450.0,772.0,301.0,23.0,14.0,0.0,0.0,14.0,0.0
480291816012,897.0,145.0,334.0,347.0,71.0,841.0,145.0,320.0,342.0,34.0,51.0,0.0,14.0,0.0,37.0
480291906011,915.0,357.0,433.0,101.0,24.0,867.0,316.0,433.0,101.0,17.0,7.0,0.0,0.0,0.0,7.0
480291818091,505.0,36.0,164.0,261.0,44.0,492.0,34.0,164.0,250.0,44.0,2.0,2.0,0.0,0.0,0.0
480291818092,1044.0,295.0,439.0,310.0,0.0,1028.0,279.0,439.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0
480291818094,640.0,127.0,350.0,113.0,50.0,640.0,127.0,350.0,113.0,50.0,0.0,0.0,0.0,0.0,0.0
480291906013,462.0,116.0,169.0,177.0,0.0,365.0,116.0,169.0,80.0,0.0,76.0,0.0,0.0,76.0,0.0
480291910041,642.0,100.0,397.0,106.0,39.0,563.0,73.0,372.0,87.0,31.0,43.0,16.0,0.0,19.0,8.0
480291910043,462.0,46.0,291.0,80.0,45.0,435.0,46.0,281.0,80.0,28.0,27.0,0.0,10.0,0.0,17.0
480291813022,1177.0,384.0,731.0,47.0,15.0,1160.0,369.0,730.0,46.0,15.0,1.0,0.0,0.0,1.0,0.0
480291212063,346.0,62.0,96.0,188.0,0.0,346.0,62.0,96.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0
480291212061,546.0,78.0,324.0,144.0,0.0,546.0,78.0,324.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0
480291212065,1027.0,496.0,257.0,238.0,36.0,983.0,469.0,257.0,238.0,19.0,17.0,0.0,0.0,0.0,17.0
480291212062,580.0,82.0,274.0,171.0,53.0,580.0,82.0,274.0,171.0,53.0,0.0,0.0,0.0,0.0,0.0
480291214022,620.0,126.0,205.0,247.0,42.0,611.0,117.0,205.0,247.0,42.0,9.0,9.0,0.0,0.0,0.0
480291214021,2942.0,327.0,1535.0,851.0,229.0,2813.0,280.0,1535.0,851.0,147.0,82.0,0.0,0.0,0.0,82.0
480291218031,746.0,137.0,360.0,249.0,0.0,721.0,127.0,345.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0
480291218032,324.0,101.0,138.0,85.0,0.0,304.0,101.0,138.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
480291218033,1138.0,244.0,571.0,314.0,9.0,1097.0,244.0,569.0,275.0,9.0,21.0,0.0,2.0,19.0,0.0
480291218041,1303.0,320.0,564.0,362.0,57.0,1162.0,250.0,542.0,313.0,57.0,0.0,0.0,0.0,0.0,0.0
480291218042,1280.0,394.0,602.0,196.0,88.0,1218.0,345.0,602.0,183.0,88.0,13.0,0.0,0.0,13.0,0.0
480291218043,695.0,102.0,516.0,71.0,6.0,672.0,102.0,493.0,71.0,6.0,0.0,0.0,0.0,0.0,0.0
480291308001,1043.0,298.0,527.0,171.0,47.0,974.0,298.0,499.0,148.0,29.0,18.0,0.0,0.0,0.0,18.0
480291308004,479.0,115.0,186.0,160.0,18.0,428.0,115.0,135.0,160.0,18.0,1.0,0.0,1.0,0.0,0.0
480291308002,273.0,72.0,44.0,78.0,79.0,201.0,63.0,44.0,69.0,25.0,63.0,0.0,0.0,9.0,54.0
480291308003,203.0,24.0,96.0,64.0,19.0,144.0,24.0,96.0,24.0,0.0,19.0,0.0,0.0,0.0,19.0
480291311003,371.0,28.0,219.0,124.0,0.0,345.0,28.0,208.0,109.0,0.0,26.0,0.0,11.0,15.0,0.0
480291311002,301.0,123.0,108.0,70.0,0.0,277.0,123.0,108.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
480291602002,438.0,109.0,247.0,82.0,0.0,417.0,103.0,236.0,78.0,0.0,15.0,0.0,11.0,4.0,0.0
480291817134,728.0,96.0,320.0,192.0,120.0,696.0,96.0,320.0,192.0,88.0,32.0,0.0,0.0,0.0,32.0
480291817132,829.0,42.0,437.0,350.0,0.0,829.0,42.0,437.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0
480291817133,686.0,79.0,295.0,296.0,16.0,635.0,79.0,244.0,296.0,16.0,0.0,0.0,0.0,0.0,0.0
480291815054,659.0,109.0,266.0,284.0,0.0,596.0,98.0,252.0,246.0,0.0,23.0,0.0,14.0,9.0,0.0
480291815053,479.0,127.0,201.0,112.0,39.0,470.0,127.0,201.0,112.0,30.0,9.0,0.0,0.0,0.0,9.0
480291815051,406.0,110.0,239.0,57.0,0.0,406.0,110.0,239.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0
480291817042,674.0,45.0,399.0,221.0,9.0,575.0,38.0,375.0,153.0,9.0,6.0,0.0,0.0,6.0,0.0
480291817044,550.0,85.0,313.0,143.0,9.0,489.0,37.0,309.0,143.0,0.0,9.0,0.0,0.0,0.0,9.0
480291817111,1217.0,97.0,454.0,565.0,101.0,1187.0,97.0,449.0,565.0,76.0,30.0,0.0,5.0,0.0,25.0
480291907002,397.0,140.0,210.0,38.0,9.0,357.0,131.0,179.0,38.0,9.0,8.0,0.0,8.0,0.0,0.0
480291907003,619.0,103.0,381.0,108.0,27.0,574.0,85.0,381.0,108.0,0.0,27.0,0.0,0.0,0.0,27.0
480291607011,524.0,112.0,271.0,127.0,14.0,510.0,112.0,271.0,127.0,0.0,14.0,0.0,0.0,0.0,14.0
480291607012,575.0,148.0,203.0,224.0,0.0,499.0,127.0,190.0,182.0,0.0,34.0,0.0,13.0,21.0,0.0
480291718011,649.0,105.0,299.0,171.0,74.0,582.0,79.0,299.0,171.0,33.0,0.0,0.0,0.0,0.0,0.0
480291718013,489.0,64.0,220.0,167.0,38.0,474.0,64.0,213.0,159.0,38.0,0.0,0.0,0.0,0.0,0.0
480291718014,320.0,36.0,110.0,102.0,72.0,313.0,36.0,103.0,102.0,72.0,7.0,0.0,7.0,0.0,0.0
480291718012,808.0,239.0,263.0,264.0,42.0,808.0,239.0,263.0,264.0,42.0,0.0,0.0,0.0,0.0,0.0
480291802013,899.0,144.0,569.0,173.0,13.0,708.0,88.0,544.0,76.0,0.0,133.0,8.0,25.0,87.0,13.0
480291802012,373.0,144.0,193.0,36.0,0.0,363.0,134.0,193.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
480291802014,621.0,156.0,302.0,155.0,8.0,598.0,133.0,302.0,155.0,8.0,0.0,0.0,0.0,0.0,0.0
480291802011,259.0,42.0,210.0,7.0,0.0,233.0,42.0,184.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
480291812001,218.0,52.0,149.0,17.0,0.0,218.0,52.0,149.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
480291812004,605.0,88.0,500.0,17.0,0.0,605.0,88.0,500.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
480291812002,254.0,13.0,156.0,68.0,17.0,254.0,13.0,156.0,68.0,17.0,0.0,0.0,0.0,0.0,0.0
480291812005,430.0,104.0,274.0,37.0,15.0,430.0,104.0,274.0,37.0,15.0,0.0,0.0,0.0,0.0,0.0
480291514004,413.0,47.0,92.0,256.0,18.0,361.0,47.0,92.0,204.0,18.0,29.0,0.0,0.0,29.0,0.0
480291511003,306.0,67.0,97.0,142.0,0.0,306.0,67.0,97.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0
480291511001,184.0,11.0,99.0,51.0,23.0,184.0,11.0,99.0,51.0,23.0,0.0,0.0,0.0,0.0,0.0
480291514001,407.0,30.0,277.0,76.0,24.0,358.0,30.0,235.0,69.0,24.0,49.0,0.0,42.0,7.0,0.0
480291514002,541.0,168.0,235.0,138.0,0.0,521.0,148.0,235.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0
480291905012,882.0,173.0,464.0,224.0,21.0,865.0,173.0,455.0,224.0,13.0,8.0,0.0,0.0,0.0,8.0
480291905013,419.0,125.0,166.0,121.0,7.0,392.0,125.0,148.0,112.0,7.0,9.0,0.0,0.0,9.0,0.0
480291905011,395.0,67.0,215.0,113.0,0.0,374.0,67.0,215.0,92.0,0.0,21.0,0.0,0.0,21.0,0.0
480291908001,406.0,115.0,222.0,57.0,12.0,401.0,110.0,222.0,57.0,12.0,0.0,0.0,0.0,0.0,0.0
480291908002,453.0,169.0,258.0,23.0,3.0,446.0,169.0,251.0,23.0,3.0,6.0,0.0,6.0,0.0,0.0
480291909011,504.0,116.0,288.0,100.0,0.0,497.0,116.0,281.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
480291909012,1046.0,273.0,399.0,165.0,209.0,632.0,204.0,276.0,56.0,96.0,396.0,69.0,105.0,109.0,113.0
480291909021,805.0,285.0,351.0,120.0,49.0,705.0,211.0,351.0,120.0,23.0,26.0,0.0,0.0,0.0,26.0
480291909023,347.0,70.0,216.0,61.0,0.0,334.0,70.0,203.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
480291810012,896.0,273.0,462.0,91.0,70.0,890.0,269.0,462.0,91.0,68.0,2.0,0.0,0.0,0.0,2.0
480291810042,1704.0,344.0,952.0,365.0,43.0,1610.0,344.0,903.0,352.0,11.0,44.0,0.0,4.0,13.0,27.0
480291810041,1213.0,266.0,751.0,172.0,24.0,1164.0,231.0,751.0,158.0,24.0,0.0,0.0,0.0,0.0,0.0
480291901004,361.0,34.0,167.0,112.0,48.0,333.0,34.0,167.0,84.0,48.0,28.0,0.0,0.0,28.0,0.0
480291901003,444.0,55.0,277.0,86.0,26.0,395.0,48.0,252.0,86.0,9.0,42.0,0.0,25.0,0.0,17.0
480291901002,365.0,17.0,170.0,169.0,9.0,293.0,17.0,143.0,133.0,0.0,9.0,0.0,0.0,0.0,9.0
480291719021,1249.0,186.0,657.0,272.0,134.0,1151.0,186.0,631.0,272.0,62.0,72.0,0.0,0.0,0.0,72.0
480291311001,210.0,45.0,72.0,62.0,31.0,176.0,45.0,65.0,62.0,4.0,15.0,0.0,7.0,0.0,8.0
480291203008,257.0,106.0,124.0,27.0,0.0,223.0,72.0,124.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
480291203007,265.0,114.0,92.0,41.0,18.0,239.0,114.0,92.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0
480291501001,913.0,207.0,523.0,148.0,35.0,849.0,207.0,475.0,141.0,26.0,16.0,0.0,7.0,0.0,9.0
480291501004,516.0,173.0,223.0,69.0,51.0,491.0,173.0,223.0,69.0,26.0,25.0,0.0,0.0,0.0,25.0
480291506004,330.0,112.0,145.0,56.0,17.0,307.0,112.0,139.0,56.0,0.0,12.0,0.0,6.0,0.0,6.0
480291506003,360.0,88.0,145.0,95.0,32.0,344.0,72.0,145.0,95.0,32.0,0.0,0.0,0.0,0.0,0.0
480291511007,561.0,163.0,147.0,194.0,57.0,561.0,163.0,147.0,194.0,57.0,0.0,0.0,0.0,0.0,0.0
480291511005,192.0,50.0,112.0,30.0,0.0,192.0,50.0,112.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0
480291511004,719.0,187.0,307.0,209.0,16.0,666.0,187.0,307.0,156.0,16.0,53.0,0.0,0.0,53.0,0.0
480291918042,1171.0,67.0,343.0,617.0,144.0,1171.0,67.0,343.0,617.0,144.0,0.0,0.0,0.0,0.0,0.0
480291918041,903.0,61.0,317.0,512.0,13.0,903.0,61.0,317.0,512.0,13.0,0.0,0.0,0.0,0.0,0.0
480291210004,569.0,143.0,204.0,222.0,0.0,523.0,114.0,204.0,205.0,0.0,17.0,0.0,0.0,17.0,0.0
480291210003,1367.0,299.0,712.0,332.0,24.0,1324.0,299.0,669.0,332.0,24.0,0.0,0.0,0.0,0.0,0.0
480291210005,537.0,223.0,139.0,175.0,0.0,522.0,223.0,139.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
480291210006,669.0,187.0,217.0,250.0,15.0,650.0,169.0,216.0,250.0,15.0,1.0,0.0,1.0,0.0,0.0
480291211102,775.0,261.0,309.0,205.0,0.0,714.0,217.0,309.0,188.0,0.0,17.0,0.0,0.0,17.0,0.0
480291215062,510.0,176.0,103.0,177.0,54.0,452.0,172.0,103.0,177.0,0.0,54.0,0.0,0.0,0.0,54.0
480291215061,342.0,64.0,196.0,76.0,6.0,342.0,64.0,196.0,76.0,6.0,0.0,0.0,0.0,0.0,0.0
480291305001,178.0,48.0,115.0,15.0,0.0,178.0,48.0,115.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
480291305003,585.0,57.0,270.0,233.0,25.0,453.0,57.0,211.0,174.0,11.0,81.0,0.0,31.0,36.0,14.0
480291305002,299.0,109.0,100.0,52.0,38.0,261.0,83.0,100.0,52.0,26.0,12.0,0.0,0.0,0.0,12.0
480291305004,492.0,111.0,211.0,103.0,67.0,428.0,98.0,211.0,89.0,30.0,51.0,0.0,0.0,14.0,37.0
480291904003,381.0,153.0,161.0,67.0,0.0,331.0,153.0,111.0,67.0,0.0,50.0,0.0,50.0,0.0,0.0
480291211081,568.0,43.0,324.0,172.0,29.0,567.0,42.0,324.0,172.0,29.0,1.0,1.0,0.0,0.0,0.0
480291211083,1291.0,391.0,747.0,153.0,0.0,1178.0,296.0,729.0,153.0,0.0,30.0,30.0,0.0,0.0,0.0
480291211084,449.0,78.0,273.0,83.0,15.0,420.0,78.0,244.0,83.0,15.0,0.0,0.0,0.0,0.0,0.0
480291207015,410.0,100.0,152.0,135.0,23.0,410.0,100.0,152.0,135.0,23.0,0.0,0.0,0.0,0.0,0.0
480291215042,244.0,0.0,116.0,79.0,49.0,244.0,0.0,116.0,79.0,49.0,0.0,0.0,0.0,0.0,0.0
480291215041,581.0,51.0,356.0,174.0,0.0,548.0,51.0,323.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0
480291503001,374.0,98.0,56.0,190.0,30.0,311.0,85.0,56.0,140.0,30.0,56.0,13.0,0.0,43.0,0.0
480291503004,739.0,197.0,335.0,161.0,46.0,676.0,180.0,335.0,161.0,0.0,46.0,0.0,0.0,0.0,46.0
480291503003,365.0,133.0,129.0,103.0,0.0,331.0,119.0,109.0,103.0,0.0,20.0,0.0,20.0,0.0,0.0
480291602003,448.0,69.0,261.0,107.0,11.0,426.0,69.0,261.0,96.0,0.0,11.0,0.0,0.0,0.0,11.0
480291508002,210.0,67.0,63.0,59.0,21.0,209.0,66.0,63.0,59.0,21.0,0.0,0.0,0.0,0.0,0.0
480291508003,255.0,109.0,118.0,28.0,0.0,168.0,56.0,87.0,25.0,0.0,31.0,0.0,31.0,0.0,0.0
480291712003,499.0,61.0,257.0,136.0,45.0,496.0,61.0,257.0,133.0,45.0,3.0,0.0,0.0,3.0,0.0
480291418001,350.0,42.0,58.0,223.0,27.0,312.0,4.0,58.0,223.0,27.0,0.0,0.0,0.0,0.0,0.0
480291418002,137.0,5.0,29.0,87.0,16.0,137.0,5.0,29.0,87.0,16.0,0.0,0.0,0.0,0.0,0.0
480291512005,1909.0,285.0,783.0,732.0,109.0,1880.0,285.0,783.0,703.0,109.0,29.0,0.0,0.0,29.0,0.0
480291512003,238.0,15.0,59.0,164.0,0.0,238.0,15.0,59.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0
480291512001,580.0,231.0,213.0,113.0,23.0,567.0,231.0,200.0,113.0,23.0,0.0,0.0,0.0,0.0,0.0
480291107001,302.0,30.0,187.0,76.0,9.0,252.0,25.0,170.0,57.0,0.0,28.0,0.0,0.0,19.0,9.0
480291904001,365.0,75.0,267.0,23.0,0.0,365.0,75.0,267.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
480291719121,2720.0,553.0,744.0,1261.0,162.0,2680.0,553.0,727.0,1248.0,152.0,10.0,0.0,0.0,0.0,10.0
480291817122,661.0,62.0,221.0,338.0,40.0,656.0,57.0,221.0,338.0,40.0,0.0,0.0,0.0,0.0,0.0
480291816023,499.0,65.0,198.0,163.0,73.0,414.0,41.0,198.0,144.0,31.0,66.0,24.0,0.0,0.0,42.0
480291816021,375.0,91.0,172.0,112.0,0.0,375.0,91.0,172.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
480291818081,731.0,248.0,356.0,120.0,7.0,724.0,241.0,356.0,120.0,7.0,0.0,0.0,0.0,0.0,0.0
480291821021,653.0,196.0,216.0,183.0,58.0,640.0,196.0,216.0,170.0,58.0,13.0,0.0,0.0,13.0,0.0
480291911011,384.0,112.0,192.0,70.0,10.0,384.0,112.0,192.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0
480291911012,436.0,121.0,247.0,68.0,0.0,430.0,121.0,247.0,62.0,0.0,6.0,0.0,0.0,6.0,0.0
480291219082,847.0,114.0,307.0,359.0,67.0,832.0,99.0,307.0,359.0,67.0,0.0,0.0,0.0,0.0,0.0
480291219091,1802.0,204.0,972.0,492.0,134.0,1759.0,204.0,955.0,490.0,110.0,2.0,0.0,0.0,2.0,0.0
480291219092,1814.0,325.0,915.0,460.0,114.0,1814.0,325.0,915.0,460.0,114.0,0.0,0.0,0.0,0.0,0.0
480291219101,2663.0,435.0,1247.0,931.0,50.0,2616.0,435.0,1210.0,921.0,50.0,0.0,0.0,0.0,0.0,0.0
480291219102,465.0,28.0,106.0,314.0,17.0,465.0,28.0,106.0,314.0,17.0,0.0,0.0,0.0,0.0,0.0
480291304011,283.0,47.0,137.0,38.0,61.0,253.0,47.0,122.0,38.0,46.0,20.0,0.0,5.0,0.0,15.0
480291304012,404.0,100.0,146.0,158.0,0.0,394.0,100.0,136.0,158.0,0.0,10.0,0.0,10.0,0.0,0.0
480291304013,493.0,133.0,167.0,148.0,45.0,466.0,121.0,167.0,141.0,37.0,15.0,0.0,0.0,7.0,8.0
480291304014,234.0,34.0,142.0,58.0,0.0,227.0,34.0,135.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
480291304021,401.0,33.0,210.0,129.0,29.0,349.0,33.0,190.0,115.0,11.0,43.0,0.0,11.0,14.0,18.0
480291304022,357.0,120.0,154.0,83.0,0.0,346.0,109.0,154.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
480291304023,414.0,43.0,196.0,175.0,0.0,382.0,29.0,178.0,175.0,0.0,18.0,0.0,18.0,0.0,0.0
480291314011,3094.0,331.0,1531.0,1019.0,213.0,3051.0,331.0,1531.0,976.0,213.0,12.0,0.0,0.0,12.0,0.0
480291314012,1698.0,220.0,787.0,656.0,35.0,1678.0,220.0,787.0,656.0,15.0,20.0,0.0,0.0,0.0,20.0
480291314021,261.0,29.0,67.0,149.0,16.0,241.0,29.0,58.0,148.0,6.0,10.0,0.0,0.0,0.0,10.0
480291719182,446.0,179.0,133.0,109.0,25.0,413.0,163.0,133.0,92.0,25.0,0.0,0.0,0.0,0.0,0.0
480291719184,938.0,144.0,530.0,253.0,11.0,890.0,144.0,482.0,253.0,11.0,0.0,0.0,0.0,0.0,0.0
480291719191,2003.0,34.0,898.0,822.0,249.0,1978.0,27.0,880.0,822.0,249.0,0.0,0.0,0.0,0.0,0.0
480291719202,2650.0,135.0,1131.0,886.0,498.0,2576.0,91.0,1131.0,856.0,498.0,0.0,0.0,0.0,0.0,0.0
480291719211,1266.0,59.0,387.0,729.0,91.0,1265.0,59.0,386.0,729.0,91.0,1.0,0.0,1.0,0.0,0.0
480291719213,582.0,27.0,245.0,243.0,67.0,561.0,27.0,224.0,243.0,67.0,0.0,0.0,0.0,0.0,0.0
480291719221,1855.0,135.0,457.0,1033.0,230.0,1788.0,135.0,421.0,1002.0,230.0,0.0,0.0,0.0,0.0,0.0
480291719232,634.0,118.0,400.0,116.0,0.0,634.0,118.0,400.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
480291719233,1427.0,320.0,769.0,289.0,49.0,1284.0,203.0,769.0,289.0,23.0,26.0,0.0,0.0,0.0,26.0
480291719241,2789.0,849.0,1076.0,618.0,246.0,2582.0,659.0,1076.0,618.0,229.0,0.0,0.0,0.0,0.0,0.0
480291720022,3021.0,162.0,1166.0,1541.0,152.0,2993.0,162.0,1166.0,1513.0,152.0,0.0,0.0,0.0,0.0,0.0
480291719242,1172.0,212.0,549.0,360.0,51.0,1157.0,212.0,549.0,360.0,36.0,0.0,0.0,0.0,0.0,0.0
480291719252,1134.0,304.0,274.0,525.0,31.0,1134.0,304.0,274.0,525.0,31.0,0.0,0.0,0.0,0.0,0.0
480291719254,1732.0,389.0,830.0,491.0,22.0,1710.0,389.0,830.0,491.0,0.0,22.0,0.0,0.0,0.0,22.0
480291720031,1548.0,328.0,469.0,640.0,111.0,1527.0,319.0,469.0,628.0,111.0,0.0,0.0,0.0,0.0,0.0
480291720032,1133.0,128.0,473.0,432.0,100.0,1093.0,122.0,456.0,415.0,100.0,0.0,0.0,0.0,0.0,0.0
480291720051,2124.0,208.0,895.0,825.0,196.0,2101.0,208.0,895.0,802.0,196.0,0.0,0.0,0.0,0.0,0.0
