block_group,C17002_001E,C17002_002E,C17002_003E,C17002_005E_M,C17002_007E_M,C17002_008E
480291509003,1775.0,70.0,355.0,432.0,202.0,716.0
480291705001,1403.0,40.0,227.0,105.0,268.0,763.0
480291805041,1679.0,113.0,77.0,388.0,389.0,712.0
480291205022,544.0,174.0,16.0,24.0,66.0,264.0
480291205021,1688.0,356.0,150.0,270.0,468.0,444.0
480291207014,915.0,88.0,16.0,33.0,0.0,778.0
480291302001,1069.0,134.0,37.0,463.0,77.0,358.0
480291410001,591.0,2.0,116.0,0.0,49.0,424.0
480291516005,761.0,179.0,161.0,0.0,56.0,365.0
480291516003,2554.0,15.0,534.0,182.0,420.0,1403.0
480291817053,2189.0,0.0,221.0,210.0,468.0,1290.0
480291606002,1534.0,162.0,60.0,385.0,93.0,834.0
480291419001,1700.0,7.0,69.0,220.0,61.0,1343.0
480291515001,729.0,6.0,148.0,67.0,278.0,230.0
480291603001,959.0,127.0,172.0,68.0,44.0,548.0
480291603004,1080.0,21.0,274.0,282.0,70.0,433.0
480291613021,3973.0,440.0,499.0,963.0,380.0,1691.0
480291804002,2075.0,710.0,296.0,380.0,145.0,544.0
480291807011,1337.0,34.0,60.0,18.0,90.0,1135.0
480291811001,1564.0,16.0,230.0,271.0,179.0,868.0
480291211082,1942.0,179.0,73.0,142.0,119.0,1429.0
480291203004,969.0,0.0,0.0,0.0,15.0,954.0
480291203006,996.0,0.0,0.0,0.0,0.0,996.0
480291506002,1267.0,35.0,239.0,443.0,81.0,469.0
480291506001,1349.0,156.0,488.0,220.0,153.0,332.0
480291511002,1491.0,94.0,86.0,510.0,15.0,786.0
480291105001,2388.0,949.0,674.0,211.0,169.0,385.0
480291210002,811.0,0.0,154.0,67.0,151.0,439.0
480291210001,534.0,0.0,265.0,0.0,96.0,173.0
480291211101,2064.0,43.0,0.0,150.0,14.0,1857.0
480291215063,1406.0,80.0,139.0,225.0,576.0,386.0
480291315033,1106.0,0.0,13.0,162.0,187.0,744.0
480291315043,2317.0,7.0,395.0,94.0,327.0,1494.0
480291315061,1062.0,93.0,35.0,275.0,90.0,569.0
480291315072,1075.0,65.0,217.0,81.0,44.0,668.0
480291316062,3227.0,64.0,57.0,317.0,519.0,2270.0
480291316091,2743.0,252.0,97.0,1.0,422.0,1971.0
480291316101,2930.0,62.0,192.0,127.0,351.0,2198.0
480291316121,1980.0,136.0,26.0,62.0,180.0,1576.0
480291316141,3999.0,23.0,248.0,1029.0,813.0,1886.0
480291316152,2045.0,14.0,24.0,215.0,170.0,1622.0
480291318011,1427.0,28.0,46.0,117.0,30.0,1206.0
480291318022,575.0,0.0,0.0,13.0,113.0,449.0
480291411012,1536.0,393.0,299.0,242.0,72.0,530.0
480291522022,1427.0,23.0,205.0,148.0,231.0,820.0
480291411022,436.0,0.0,9.0,43.0,166.0,218.0
480291414031,1881.0,113.0,150.0,198.0,36.0,1384.0
480291414042,2128.0,29.0,62.0,316.0,192.0,1529.0
480291605013,1106.0,320.0,234.0,88.0,28.0,436.0
480291605023,990.0,211.0,246.0,239.0,45.0,249.0
480291609012,913.0,80.0,85.0,240.0,140.0,368.0
480291609022,1552.0,267.0,373.0,159.0,178.0,575.0
480291613031,2423.0,166.0,505.0,475.0,418.0,859.0
480291613042,2637.0,256.0,489.0,237.0,511.0,1144.0
480291615032,1520.0,96.0,218.0,354.0,107.0,745.0
480291615042,3042.0,213.0,528.0,449.0,363.0,1489.0
480291618021,6270.0,366.0,423.0,1162.0,1130.0,3189.0
480291619021,1454.0,21.0,74.0,365.0,122.0,872.0
480291620031,2313.0,238.0,221.0,479.0,443.0,932.0
480291620041,1434.0,0.0,285.0,433.0,189.0,527.0
480291713012,1950.0,303.0,290.0,414.0,221.0,722.0
480291716012,925.0,295.0,197.0,113.0,97.0,223.0
480291716022,874.0,213.0,109.0,128.0,86.0,338.0
480291719122,2366.0,71.0,175.0,73.0,398.0,1649.0
480291719141,1453.0,44.0,42.0,18.0,130.0,1219.0
480291719151,2232.0,49.0,268.0,89.0,227.0,1599.0
480291719163,3208.0,0.0,145.0,298.0,0.0,2765.0
480291719181,1111.0,17.0,47.0,6.0,0.0,1041.0
480291215044,3315.0,28.0,42.0,67.0,472.0,2706.0
480291215064,1082.0,335.0,6.0,60.0,7.0,674.0
480291216061,638.0,0.0,46.0,15.0,16.0,561.0
480291216064,653.0,0.0,0.0,101.0,121.0,431.0
480291217013,651.0,65.0,0.0,84.0,136.0,366.0
480291217022,1040.0,47.0,19.0,0.0,275.0,699.0
480291218082,2618.0,113.0,64.0,101.0,379.0,1961.0
480291218093,1797.0,9.0,97.0,78.0,43.0,1570.0
480291218111,4178.0,102.0,257.0,158.0,228.0,3433.0
480291218122,1389.0,67.0,18.0,464.0,74.0,766.0
480291218131,1787.0,162.0,54.0,39.0,200.0,1332.0
480291219041,1056.0,0.0,21.0,0.0,7.0,1028.0
480291219052,4074.0,113.0,91.0,136.0,98.0,3636.0
480291219071,1455.0,12.0,0.0,0.0,227.0,1216.0
480291211085,1737.0,15.0,168.0,17.0,57.0,1480.0
480291211191,571.0,0.0,23.0,106.0,83.0,359.0
480291211201,3108.0,115.0,0.0,83.0,713.0,2197.0
480291207013,1123.0,183.0,238.0,143.0,57.0,502.0
480291215043,1947.0,63.0,13.0,35.0,94.0,1742.0
480291503002,1597.0,41.0,332.0,322.0,61.0,841.0
480291418003,2399.0,222.0,74.0,517.0,297.0,1289.0
480291508001,1319.0,441.0,583.0,140.0,25.0,130.0
480291712001,1213.0,14.0,234.0,456.0,119.0,390.0
480291712002,1330.0,21.0,182.0,737.0,54.0,336.0
480291512004,922.0,226.0,0.0,44.0,118.0,534.0
480291904002,911.0,65.0,20.0,0.0,10.0,816.0
480291817121,2782.0,154.0,24.0,101.0,75.0,2428.0
480291816024,2140.0,322.0,168.0,161.0,349.0,1140.0
480291816022,1498.0,161.0,170.0,498.0,49.0,620.0
480291314022,2258.0,128.0,423.0,426.0,118.0,1163.0
480291719183,2563.0,13.0,42.0,123.0,406.0,1979.0
480291719201,3386.0,182.0,631.0,288.0,319.0,1966.0
480291719212,1377.0,61.0,33.0,108.0,193.0,982.0
480291719231,1286.0,0.0,17.0,23.0,15.0,1231.0
480291719234,4899.0,159.0,267.0,261.0,186.0,4026.0
480291719251,1148.0,2.0,211.0,63.0,264.0,608.0
480291719253,3803.0,7.0,31.0,255.0,168.0,3342.0
480291720023,5151.0,90.0,88.0,272.0,523.0,4178.0
480291720041,4188.0,129.0,145.0,127.0,219.0,3568.0
480291720061,4120.0,71.0,151.0,132.0,300.0,3466.0
480291720071,4664.0,118.0,59.0,294.0,65.0,4128.0
480291801011,1264.0,153.0,118.0,166.0,111.0,716.0
480291714011,2101.0,216.0,296.0,355.0,248.0,986.0
480291714022,1026.0,42.0,218.0,228.0,59.0,479.0
480291715012,1237.0,133.0,235.0,205.0,86.0,578.0
480291715023,2093.0,0.0,392.0,671.0,240.0,790.0
480291917011,790.0,7.0,5.0,50.0,29.0,699.0
480291917022,1435.0,0.0,0.0,59.0,61.0,1315.0
480291918043,2275.0,0.0,0.0,81.0,119.0,2075.0
480291918111,4452.0,181.0,7.0,0.0,244.0,4020.0
480291918063,5976.0,63.0,0.0,109.0,4.0,5800.0
480291918081,3165.0,112.0,55.0,91.0,169.0,2738.0
480291918092,2432.0,11.0,0.0,0.0,36.0,2385.0
480291918131,4713.0,20.0,98.0,72.0,284.0,4239.0
480291817252,2254.0,130.0,57.0,153.0,402.0,1512.0
480291817263,3970.0,89.0,110.0,393.0,124.0,3254.0
480291817281,7470.0,407.0,348.0,793.0,1020.0,4902.0
480291817301,1069.0,17.0,177.0,60.0,316.0,499.0
480291817312,2401.0,20.0,10.0,198.0,116.0,2057.0
480291818112,645.0,7.0,0.0,0.0,142.0,496.0
480291818132,2316.0,74.0,51.0,374.0,392.0,1425.0
480291818142,2866.0,319.0,128.0,189.0,151.0,2079.0
480291818161,1231.0,27.0,9.0,4.0,74.0,1117.0
480291818172,1355.0,148.0,99.0,180.0,121.0,807.0
480291818183,1862.0,26.0,171.0,115.0,92.0,1458.0
480291818201,539.0,423.0,47.0,40.0,17.0,12.0
480291818212,2702.0,162.0,84.0,86.0,354.0,2016.0
480291818223,2262.0,159.0,115.0,221.0,161.0,1606.0
480291905032,1082.0,128.0,224.0,83.0,93.0,554.0
480291905042,1446.0,99.0,291.0,273.0,6.0,777.0
480291906041,1591.0,91.0,517.0,234.0,381.0,368.0
480291910051,1166.0,85.0,117.0,85.0,437.0,442.0
480291910062,1139.0,65.0,205.0,189.0,184.0,496.0
480291801013,853.0,0.0,71.0,191.0,33.0,558.0
480291801016,514.0,0.0,0.0,82.0,0.0,432.0
480291806031,2176.0,44.0,291.0,246.0,174.0,1421.0
480291806043,863.0,102.0,111.0,31.0,80.0,539.0
480291807026,1618.0,96.0,187.0,288.0,192.0,855.0
480291814031,2462.0,57.0,66.0,230.0,353.0,1756.0
480291814041,4227.0,183.0,203.0,132.0,537.0,3172.0
480291815044,1228.0,163.0,44.0,173.0,30.0,818.0
480291817154,2399.0,28.0,75.0,230.0,443.0,1623.0
480291820022,679.0,0.0,0.0,20.0,0.0,659.0
480291820031,3639.0,87.0,75.0,76.0,132.0,3269.0
480291821013,2645.0,19.0,0.0,0.0,37.0,2589.0
480291821051,2873.0,18.0,71.0,31.0,184.0,2569.0
480291910065,835.0,49.0,250.0,85.0,32.0,419.0
480291912013,333.0,0.0,9.0,9.0,0.0,315.0
480291918141,2680.0,63.0,191.0,176.0,128.0,2122.0
480291918152,2271.0,67.0,15.0,181.0,57.0,1951.0
480291918171,9453.0,428.0,509.0,373.0,494.0,7649.0
480291919002,1220.0,102.0,212.0,234.0,247.0,425.0
480291919005,985.0,195.0,134.0,97.0,223.0,336.0
480291920003,1348.0,161.0,24.0,370.0,145.0,648.0
480291921001,1085.0,31.0,54.0,119.0,82.0,799.0
480291922002,897.0,132.0,167.0,120.0,100.0,378.0
