block_group,B03002_001E,B03002_002E,B03002_003E,B03002_004E,B03002_006E,B03002_002E_O,B03002_012E
480291211121,2192.0,1406.0,1004.0,214.0,162.0,26.0,786.0
480291519002,5032.0,1132.0,482.0,35.0,469.0,146.0,3900.0
480291409001,985.0,210.0,196.0,14.0,0.0,0.0,775.0
480291505011,858.0,0.0,0.0,0.0,0.0,0.0,858.0
480291505013,1156.0,0.0,0.0,0.0,0.0,0.0,1156.0
480291110001,1080.0,287.0,180.0,45.0,0.0,62.0,793.0
480291204002,684.0,526.0,485.0,0.0,41.0,0.0,158.0
480291204006,785.0,512.0,509.0,3.0,0.0,0.0,273.0
480291204004,1184.0,1063.0,1017.0,0.0,16.0,30.0,121.0
480291710005,577.0,12.0,0.0,0.0,12.0,0.0,565.0
480291710003,1732.0,23.0,23.0,0.0,0.0,0.0,1709.0
480291717005,1040.0,311.0,106.0,205.0,0.0,0.0,729.0
480291213004,1631.0,1023.0,933.0,0.0,90.0,0.0,608.0
480291215012,2413.0,1268.0,497.0,563.0,171.0,37.0,1145.0
480291215073,1068.0,609.0,292.0,296.0,21.0,0.0,459.0
480291312001,1770.0,1029.0,223.0,799.0,7.0,0.0,741.0
480291404003,960.0,71.0,63.0,0.0,0.0,8.0,889.0
480291101001,698.0,392.0,392.0,0.0,0.0,0.0,306.0
480291209023,1911.0,888.0,337.0,539.0,12.0,0.0,1023.0
480291214032,1316.0,274.0,214.0,12.0,48.0,0.0,1042.0
480291216041,4153.0,3218.0,1758.0,1084.0,69.0,307.0,935.0
480291216044,2332.0,1039.0,722.0,212.0,0.0,105.0,1293.0
480291207023,1126.0,781.0,620.0,0.0,61.0,100.0,345.0
480291213002,1272.0,880.0,647.0,191.0,26.0,16.0,392.0
480291703001,1703.0,206.0,107.0,80.0,19.0,0.0,1497.0
480291704022,1059.0,11.0,11.0,0.0,0.0,0.0,1048.0
480291704023,1175.0,24.0,24.0,0.0,0.0,0.0,1151.0
480291706002,1290.0,17.0,7.0,10.0,0.0,0.0,1273.0
480291707001,1392.0,23.0,23.0,0.0,0.0,0.0,1369.0
480291212041,1891.0,997.0,506.0,349.0,86.0,56.0,894.0
480291212045,1616.0,840.0,313.0,484.0,43.0,0.0,776.0
480291416001,2823.0,329.0,150.0,18.0,8.0,153.0,2494.0
480291215051,2811.0,1804.0,1155.0,458.0,10.0,181.0,1007.0
480291403001,1125.0,66.0,49.0,17.0,0.0,0.0,1059.0
480291701013,1348.0,127.0,45.0,82.0,0.0,0.0,1221.0
480291718021,1280.0,74.0,74.0,0.0,0.0,0.0,1206.0
480291718024,1302.0,191.0,191.0,0.0,0.0,0.0,1111.0
480291507005,1274.0,15.0,15.0,0.0,0.0,0.0,1259.0
480291507002,1597.0,55.0,0.0,44.0,11.0,0.0,1542.0
480291507004,1347.0,22.0,22.0,0.0,0.0,0.0,1325.0
480291601002,1789.0,0.0,0.0,0.0,0.0,0.0,1789.0
480291813021,2160.0,1017.0,698.0,254.0,35.0,30.0,1143.0
480291815063,2271.0,645.0,405.0,89.0,95.0,56.0,1626.0
480291809024,1846.0,304.0,206.0,0.0,0.0,98.0,1542.0
480291810032,1340.0,623.0,555.0,18.0,50.0,0.0,717.0
480291810053,1525.0,700.0,457.0,178.0,23.0,42.0,825.0
480291817152,1393.0,390.0,333.0,39.0,0.0,18.0,1003.0
480291203001,1762.0,1483.0,1483.0,0.0,0.0,0.0,279.0
480291205011,651.0,172.0,120.0,37.0,0.0,15.0,479.0
480291205016,1622.0,580.0,249.0,192.0,139.0,0.0,1042.0
480291205017,1228.0,60.0,60.0,0.0,0.0,0.0,1168.0
480291211151,1243.0,801.0,579.0,175.0,31.0,16.0,442.0
480291211173,1601.0,784.0,709.0,19.0,40.0,16.0,817.0
480291815031,3275.0,1736.0,1495.0,128.0,98.0,15.0,1539.0
480291215082,2184.0,1003.0,371.0,560.0,44.0,28.0,1181.0
480291914054,1292.0,1079.0,957.0,0.0,113.0,9.0,213.0
480291709002,1806.0,101.0,71.0,30.0,0.0,0.0,1705.0
480291615012,748.0,216.0,216.0,0.0,0.0,0.0,532.0
480291615014,1465.0,334.0,334.0,0.0,0.0,0.0,1131.0
480291701023,1583.0,98.0,96.0,1.0,1.0,0.0,1485.0
480291711002,1911.0,41.0,41.0,0.0,0.0,0.0,1870.0
480291807024,988.0,398.0,398.0,0.0,0.0,0.0,590.0
480291807021,1966.0,822.0,449.0,373.0,0.0,0.0,1144.0
480291809013,1280.0,434.0,392.0,30.0,0.0,12.0,846.0
480291108003,599.0,284.0,280.0,0.0,2.0,2.0,315.0
480291211163,1458.0,759.0,656.0,103.0,0.0,0.0,699.0
480291212034,1150.0,241.0,151.0,30.0,47.0,13.0,909.0
480291212033,1071.0,342.0,258.0,36.0,48.0,0.0,729.0
480291817181,2172.0,1514.0,1458.0,16.0,0.0,40.0,658.0
480291902005,1301.0,863.0,794.0,0.0,52.0,17.0,438.0
480291902002,569.0,271.0,158.0,0.0,0.0,113.0,298.0
480291802024,733.0,119.0,70.0,38.0,11.0,0.0,614.0
480291802022,1628.0,295.0,191.0,33.0,24.0,47.0,1333.0
480291805014,1061.0,315.0,247.0,58.0,10.0,0.0,746.0
480291808003,478.0,202.0,188.0,14.0,0.0,0.0,276.0
480291708001,765.0,26.0,26.0,0.0,0.0,0.0,739.0
480291106001,815.0,0.0,0.0,0.0,0.0,0.0,815.0
480291510002,1027.0,42.0,42.0,0.0,0.0,0.0,985.0
480291510003,1268.0,31.0,31.0,0.0,0.0,0.0,1237.0
480291607021,1035.0,66.0,38.0,0.0,0.0,28.0,969.0
480291607022,2126.0,49.0,33.0,0.0,8.0,8.0,2077.0
480291215083,1001.0,391.0,289.0,39.0,53.0,10.0,610.0
480291216011,1341.0,892.0,533.0,199.0,88.0,72.0,449.0
480291218022,2904.0,1912.0,1576.0,138.0,156.0,42.0,992.0
480291303004,1189.0,141.0,14.0,127.0,0.0,0.0,1048.0
480291303003,611.0,193.0,12.0,181.0,0.0,0.0,418.0
480291909014,752.0,250.0,216.0,0.0,10.0,24.0,502.0
480291809011,1061.0,198.0,184.0,0.0,0.0,14.0,863.0
480291815043,428.0,200.0,200.0,0.0,0.0,0.0,228.0
480291816011,989.0,192.0,139.0,53.0,0.0,0.0,797.0
480291818093,1447.0,352.0,275.0,0.0,61.0,16.0,1095.0
480291821011,4205.0,3191.0,2800.0,25.0,331.0,35.0,1014.0
480291906012,1473.0,157.0,113.0,1.0,43.0,0.0,1316.0
480291910042,2026.0,445.0,334.0,73.0,38.0,0.0,1581.0
480291212052,1160.0,613.0,377.0,195.0,41.0,0.0,547.0
480291212064,1066.0,387.0,300.0,87.0,0.0,0.0,679.0
480291212066,1940.0,1007.0,793.0,197.0,0.0,17.0,933.0
480291602001,970.0,16.0,16.0,0.0,0.0,0.0,954.0
480291817131,2301.0,839.0,747.0,60.0,13.0,19.0,1462.0
480291815052,1617.0,491.0,479.0,0.0,12.0,0.0,1126.0
480291817041,1763.0,528.0,386.0,10.0,102.0,30.0,1235.0
480291817043,2161.0,541.0,308.0,164.0,8.0,61.0,1620.0
480291907001,946.0,528.0,475.0,35.0,18.0,0.0,418.0
480291812003,1151.0,875.0,836.0,0.0,19.0,20.0,276.0
480291511006,318.0,26.0,26.0,0.0,0.0,0.0,292.0
480291514003,1660.0,136.0,105.0,31.0,0.0,0.0,1524.0
480291909022,1556.0,469.0,415.0,40.0,7.0,7.0,1087.0
480291810011,1872.0,668.0,638.0,17.0,13.0,0.0,1204.0
480291821031,3004.0,1905.0,1693.0,78.0,32.0,102.0,1099.0
480291901001,739.0,304.0,284.0,7.0,0.0,13.0,435.0
480291817033,2820.0,1315.0,1205.0,0.0,89.0,21.0,1505.0
480291803004,1002.0,67.0,59.0,0.0,0.0,8.0,935.0
480291313003,2307.0,757.0,282.0,287.0,0.0,188.0,1550.0
480291313002,1549.0,655.0,124.0,422.0,0.0,109.0,894.0
480291103001,1568.0,558.0,245.0,277.0,0.0,36.0,1010.0
480291206007,747.0,456.0,306.0,150.0,0.0,0.0,291.0
480291206004,1153.0,880.0,756.0,67.0,24.0,33.0,273.0
480291206001,989.0,766.0,636.0,34.0,83.0,13.0,223.0
480291517005,1300.0,116.0,116.0,0.0,0.0,0.0,1184.0
480291517004,848.0,11.0,11.0,0.0,0.0,0.0,837.0
480291719031,1665.0,227.0,91.0,136.0,0.0,0.0,1438.0
480291717002,1199.0,206.0,206.0,0.0,0.0,0.0,993.0
480291719033,1698.0,257.0,218.0,39.0,0.0,0.0,1441.0
480291509004,918.0,68.0,68.0,0.0,0.0,0.0,850.0
480291509003,1775.0,225.0,163.0,25.0,0.0,37.0,1550.0
480291705001,1466.0,165.0,148.0,17.0,0.0,0.0,1301.0
480291805041,1679.0,144.0,98.0,46.0,0.0,0.0,1535.0
480291205022,544.0,97.0,87.0,0.0,0.0,10.0,447.0
480291205021,1688.0,294.0,167.0,27.0,15.0,85.0,1394.0
480291207014,997.0,740.0,730.0,10.0,0.0,0.0,257.0
480291302001,1069.0,285.0,43.0,152.0,14.0,76.0,784.0
480291410001,591.0,56.0,56.0,0.0,0.0,0.0,535.0
480291516005,761.0,90.0,90.0,0.0,0.0,0.0,671.0
480291516003,2568.0,397.0,396.0,0.0,1.0,0.0,2171.0
480291817053,2189.0,1015.0,479.0,214.0,281.0,41.0,1174.0
480291606002,1534.0,0.0,0.0,0.0,0.0,0.0,1534.0
480291419001,1700.0,1227.0,1173.0,46.0,0.0,8.0,473.0
480291515001,729.0,217.0,50.0,167.0,0.0,0.0,512.0
480291603001,959.0,12.0,12.0,0.0,0.0,0.0,947.0
480291603004,1080.0,33.0,33.0,0.0,0.0,0.0,1047.0
480291613021,3990.0,556.0,268.0,286.0,0.0,2.0,3434.0
480291804002,2078.0,188.0,78.0,97.0,7.0,6.0,1890.0
480291807011,1357.0,603.0,564.0,33.0,6.0,0.0,754.0
480291811001,1564.0,962.0,833.0,111.0,0.0,18.0,602.0
480291211082,1942.0,1115.0,790.0,211.0,80.0,34.0,827.0
480291203004,1034.0,789.0,775.0,14.0,0.0,0.0,245.0
480291203006,996.0,671.0,575.0,22.0,0.0,74.0,325.0
480291506002,1267.0,50.0,31.0,0.0,0.0,19.0,1217.0
480291506001,1349.0,296.0,296.0,0.0,0.0,0.0,1053.0
480291511002,1491.0,99.0,48.0,0.0,51.0,0.0,1392.0
480291105001,2388.0,220.0,59.0,69.0,92.0,0.0,2168.0
480291210002,811.0,463.0,418.0,45.0,0.0,0.0,348.0
480291210001,534.0,226.0,212.0,0.0,14.0,0.0,308.0
480291211101,2090.0,1349.0,1161.0,120.0,19.0,49.0,741.0
480291215063,1406.0,384.0,268.0,106.0,0.0,10.0,1022.0
480291315033,1119.0,773.0,550.0,223.0,0.0,0.0,346.0
480291315043,2317.0,825.0,563.0,199.0,26.0,37.0,1492.0
480291315061,1062.0,433.0,215.0,218.0,0.0,0.0,629.0
480291315072,1091.0,561.0,300.0,215.0,17.0,29.0,530.0
480291316062,3248.0,1983.0,904.0,806.0,51.0,222.0,1265.0
480291316091,2743.0,1416.0,508.0,605.0,21.0,282.0,1327.0
480291316101,2930.0,1564.0,830.0,513.0,41.0,180.0,1366.0
480291316121,1987.0,974.0,398.0,530.0,8.0,38.0,1013.0
480291316141,3999.0,2521.0,753.0,1744.0,0.0,24.0,1478.0
480291316152,2045.0,1337.0,584.0,582.0,28.0,143.0,708.0
480291318011,1433.0,1267.0,1238.0,0.0,0.0,29.0,166.0
480291318022,575.0,452.0,452.0,0.0,0.0,0.0,123.0
480291411012,1536.0,305.0,169.0,112.0,0.0,24.0,1231.0
480291522022,1427.0,368.0,359.0,0.0,0.0,9.0,1059.0
480291411022,436.0,92.0,67.0,25.0,0.0,0.0,344.0
480291414031,1968.0,534.0,534.0,0.0,0.0,0.0,1434.0
480291414042,2128.0,260.0,240.0,20.0,0.0,0.0,1868.0
480291605013,1106.0,131.0,131.0,0.0,0.0,0.0,975.0
480291605023,990.0,27.0,27.0,0.0,0.0,0.0,963.0
480291609012,913.0,0.0,0.0,0.0,0.0,0.0,913.0
480291609022,1552.0,39.0,26.0,0.0,0.0,13.0,1513.0
480291613031,2430.0,256.0,102.0,144.0,0.0,10.0,2174.0
480291613042,2659.0,95.0,95.0,0.0,0.0,0.0,2564.0
480291615032,1520.0,132.0,22.0,70.0,9.0,31.0,1388.0
480291615042,3042.0,337.0,220.0,38.0,6.0,73.0,2705.0
480291618021,6270.0,1843.0,1382.0,146.0,70.0,245.0,4427.0
480291619021,1454.0,53.0,53.0,0.0,0.0,0.0,1401.0
480291620031,2313.0,264.0,223.0,41.0,0.0,0.0,2049.0
480291620041,1480.0,191.0,191.0,0.0,0.0,0.0,1289.0
480291713012,1950.0,154.0,145.0,0.0,9.0,0.0,1796.0
480291716012,925.0,59.0,52.0,7.0,0.0,0.0,866.0
480291716022,874.0,0.0,0.0,0.0,0.0,0.0,874.0
480291719122,2439.0,788.0,615.0,128.0,7.0,38.0,1651.0
480291719141,1453.0,507.0,374.0,123.0,10.0,0.0,946.0
480291719151,2240.0,723.0,403.0,282.0,18.0,20.0,1517.0
480291719163,3361.0,1424.0,887.0,265.0,70.0,202.0,1937.0
480291719181,1111.0,608.0,489.0,82.0,19.0,18.0,503.0
480291215044,3434.0,1635.0,916.0,599.0,90.0,30.0,1799.0
480291215064,1082.0,675.0,470.0,139.0,47.0,19.0,407.0
480291216061,638.0,305.0,291.0,0.0,14.0,0.0,333.0
480291216064,653.0,367.0,299.0,40.0,0.0,28.0,286.0
480291217013,651.0,466.0,399.0,44.0,10.0,13.0,185.0
480291217022,1040.0,744.0,540.0,20.0,120.0,64.0,296.0
480291218082,2709.0,1636.0,1469.0,53.0,48.0,66.0,1073.0
480291218093,1839.0,1076.0,789.0,168.0,48.0,71.0,763.0
480291218111,4178.0,2466.0,1896.0,268.0,219.0,83.0,1712.0
480291218122,1389.0,972.0,921.0,0.0,20.0,31.0,417.0
480291218131,1787.0,870.0,738.0,92.0,0.0,40.0,917.0
480291219041,1056.0,677.0,537.0,0.0,129.0,11.0,379.0
480291219052,4103.0,2867.0,2007.0,407.0,312.0,141.0,1236.0
480291219071,1455.0,693.0,581.0,30.0,63.0,19.0,762.0
480291211085,1737.0,1235.0,1169.0,0.0,28.0,38.0,502.0
480291211191,571.0,494.0,494.0,0.0,0.0,0.0,77.0
480291211201,3140.0,922.0,544.0,313.0,65.0,0.0,2218.0
480291207013,1255.0,507.0,429.0,36.0,0.0,42.0,748.0
480291215043,1947.0,824.0,409.0,196.0,144.0,75.0,1123.0
480291503002,1597.0,0.0,0.0,0.0,0.0,0.0,1597.0
480291418003,2452.0,1006.0,969.0,1.0,0.0,36.0,1446.0
480291508001,1461.0,100.0,80.0,6.0,0.0,14.0,1361.0
480291712001,1213.0,29.0,29.0,0.0,0.0,0.0,1184.0
480291712002,1388.0,40.0,40.0,0.0,0.0,0.0,1348.0
480291512004,922.0,0.0,0.0,0.0,0.0,0.0,922.0
480291904002,2948.0,2105.0,1622.0,131.0,216.0,136.0,843.0
480291817121,2822.0,1241.0,1003.0,186.0,22.0,30.0,1581.0
480291816024,2140.0,199.0,118.0,81.0,0.0,0.0,1941.0
480291816022,1498.0,139.0,93.0,46.0,0.0,0.0,1359.0
480291314022,2258.0,673.0,135.0,533.0,2.0,3.0,1585.0
480291719183,2576.0,454.0,442.0,12.0,0.0,0.0,2122.0
480291719201,3425.0,1090.0,685.0,208.0,98.0,99.0,2335.0
480291719212,1377.0,472.0,216.0,52.0,149.0,55.0,905.0
480291719231,1286.0,268.0,43.0,208.0,0.0,17.0,1018.0
480291719234,4929.0,1928.0,925.0,551.0,306.0,146.0,3001.0
480291719251,1148.0,287.0,35.0,43.0,22.0,187.0,861.0
480291719253,3803.0,1781.0,1221.0,247.0,134.0,179.0,2022.0
480291720023,5151.0,1653.0,953.0,411.0,122.0,167.0,3498.0
480291720041,4220.0,2520.0,1918.0,461.0,70.0,71.0,1700.0
480291720061,4120.0,2345.0,1746.0,236.0,140.0,223.0,1775.0
480291720071,4731.0,2229.0,1300.0,755.0,68.0,106.0,2502.0
480291801011,1264.0,213.0,197.0,0.0,16.0,0.0,1051.0
480291714011,2101.0,145.0,117.0,28.0,0.0,0.0,1956.0
480291714022,1026.0,91.0,42.0,13.0,0.0,36.0,935.0
480291715012,1237.0,254.0,0.0,254.0,0.0,0.0,983.0
480291715023,2093.0,140.0,104.0,36.0,0.0,0.0,1953.0
480291917011,792.0,651.0,583.0,7.0,29.0,32.0,141.0
480291917022,1529.0,1315.0,1269.0,8.0,13.0,25.0,214.0
480291918043,2275.0,1857.0,1699.0,72.0,86.0,0.0,418.0
480291918111,4452.0,3225.0,2689.0,195.0,271.0,70.0,1227.0
480291918063,5976.0,4058.0,3257.0,100.0,520.0,181.0,1918.0
480291918081,3175.0,2331.0,1853.0,90.0,259.0,129.0,844.0
480291918092,2432.0,1922.0,1598.0,198.0,126.0,0.0,510.0
480291918131,4740.0,3258.0,2666.0,239.0,303.0,50.0,1482.0
480291817252,2254.0,868.0,562.0,179.0,45.0,82.0,1386.0
480291817263,3970.0,1476.0,1219.0,114.0,56.0,87.0,2494.0
480291817281,7522.0,2784.0,1573.0,524.0,458.0,229.0,4738.0
480291817301,1069.0,276.0,156.0,102.0,0.0,18.0,793.0
480291817312,2413.0,940.0,660.0,170.0,0.0,110.0,1473.0
480291818112,645.0,321.0,312.0,0.0,0.0,9.0,324.0
480291818132,2316.0,1020.0,388.0,260.0,335.0,37.0,1296.0
480291818142,2866.0,1391.0,1131.0,72.0,173.0,15.0,1475.0
480291818161,1231.0,550.0,475.0,19.0,0.0,56.0,681.0
480291818172,1355.0,447.0,399.0,16.0,32.0,0.0,908.0
480291818183,1862.0,709.0,548.0,77.0,55.0,29.0,1153.0
480291818201,3157.0,1770.0,826.0,494.0,320.0,130.0,1387.0
480291818212,2702.0,1306.0,889.0,140.0,228.0,49.0,1396.0
480291818223,2262.0,942.0,701.0,97.0,71.0,73.0,1320.0
480291905032,1099.0,337.0,276.0,0.0,19.0,42.0,762.0
480291905042,1446.0,115.0,89.0,26.0,0.0,0.0,1331.0
480291906041,1591.0,257.0,237.0,0.0,20.0,0.0,1334.0
480291910051,1166.0,100.0,100.0,0.0,0.0,0.0,1066.0
480291910062,1139.0,139.0,74.0,65.0,0.0,0.0,1000.0
480291801013,853.0,37.0,37.0,0.0,0.0,0.0,816.0
480291801016,514.0,63.0,44.0,0.0,0.0,19.0,451.0
480291806031,2218.0,754.0,360.0,296.0,88.0,10.0,1464.0
480291806043,892.0,184.0,184.0,0.0,0.0,0.0,708.0
480291807026,1618.0,852.0,420.0,317.0,28.0,87.0,766.0
480291814031,2462.0,1426.0,670.0,0.0,756.0,0.0,1036.0
480291814041,4244.0,3259.0,914.0,561.0,1547.0,237.0,985.0
480291815044,1228.0,763.0,375.0,283.0,92.0,13.0,465.0
480291817154,2399.0,830.0,469.0,310.0,0.0,51.0,1569.0
480291820022,679.0,575.0,575.0,0.0,0.0,0.0,104.0
480291820031,3639.0,2143.0,1489.0,138.0,448.0,68.0,1496.0
480291821013,2645.0,2183.0,1994.0,123.0,17.0,49.0,462.0
480291821051,2873.0,1755.0,1443.0,98.0,85.0,129.0,1118.0
480291910065,835.0,15.0,0.0,15.0,0.0,0.0,820.0
480291912013,333.0,174.0,174.0,0.0,0.0,0.0,159.0
480291918141,2680.0,1728.0,1434.0,101.0,18.0,175.0,952.0
480291918152,2271.0,1155.0,563.0,103.0,387.0,102.0,1116.0
480291918171,9587.0,5921.0,4590.0,425.0,773.0,133.0,3666.0
480291919002,1220.0,224.0,99.0,125.0,0.0,0.0,996.0
480291919005,1076.0,473.0,292.0,171.0,0.0,10.0,603.0
480291920003,1348.0,866.0,724.0,91.0,0.0,51.0,482.0
480291921001,1085.0,668.0,624.0,9.0,28.0,7.0,417.0
480291922002,976.0,213.0,171.0,37.0,5.0,0.0,763.0
